id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
36,2010-01-01,4,1,1,1,1424.0
126,2010-01-02,5,2,2,0,1387.0
216,2010-01-03,6,3,3,0,1522.0
306,2010-01-04,0,4,4,0,1154.0
396,2010-01-05,1,5,5,0,1147.0
486,2010-01-06,2,6,6,1,1094.0
576,2010-01-07,3,7,7,0,1027.0
666,2010-01-08,4,8,8,0,1067.0
756,2010-01-09,5,9,9,0,1115.0
846,2010-01-10,6,10,10,0,1219.0
936,2010-01-11,0,11,11,0,1017.0
1026,2010-01-12,1,12,12,0,1093.0
1116,2010-01-13,2,13,13,0,1000.0
1206,2010-01-14,3,14,14,0,887.0
1296,2010-01-15,4,15,15,0,994.0
1386,2010-01-16,5,16,16,0,1077.0
1476,2010-01-17,6,17,17,0,1212.0
1566,2010-01-18,0,18,18,0,969.0
1656,2010-01-19,1,19,19,0,895.0
1746,2010-01-20,2,20,20,0,884.0
1836,2010-01-21,3,21,21,0,1008.0
1926,2010-01-22,4,22,22,0,993.0
2016,2010-01-23,5,23,23,0,1054.0
2106,2010-01-24,6,24,24,0,1149.0
2196,2010-01-25,0,25,25,0,796.0
2286,2010-01-26,1,26,26,0,943.0
2376,2010-01-27,2,27,27,0,898.0
2466,2010-01-28,3,28,28,0,970.0
2556,2010-01-29,4,29,29,0,984.0
2646,2010-01-30,5,30,30,0,1057.0
2736,2010-01-31,6,31,31,0,1213.0
2826,2010-02-01,0,1,32,0,898.0
2916,2010-02-02,1,2,33,0,989.0
3006,2010-02-03,2,3,34,0,882.0
3096,2010-02-04,3,4,35,0,889.0
3186,2010-02-05,4,5,36,0,1021.0
3276,2010-02-06,5,6,37,0,1015.0
3366,2010-02-07,6,7,38,0,1125.0
3456,2010-02-08,0,8,39,0,868.0
3546,2010-02-09,1,9,40,0,1007.0
3636,2010-02-10,2,10,41,0,867.0
3726,2010-02-11,3,11,42,0,1007.0
3816,2010-02-12,4,12,43,0,955.0
3906,2010-02-13,5,13,44,0,1011.0
3996,2010-02-14,6,14,45,0,1049.0
4086,2010-02-15,0,15,46,0,920.0
4176,2010-02-16,1,16,47,0,952.0
4266,2010-02-17,2,17,48,0,993.0
4356,2010-02-18,3,18,49,0,899.0
4446,2010-02-19,4,19,50,0,896.0
4536,2010-02-20,5,20,51,0,1133.0
4626,2010-02-21,6,21,52,0,1166.0
4716,2010-02-22,0,22,53,0,869.0
4806,2010-02-23,1,23,54,0,1017.0
4896,2010-02-24,2,24,55,0,815.0
4986,2010-02-25,3,25,56,0,1010.0
5076,2010-02-26,4,26,57,0,927.0
5166,2010-02-27,5,27,58,0,1030.0
5256,2010-02-28,6,28,59,0,1125.0
5346,2010-03-01,0,1,60,0,956.0
5436,2010-03-02,1,2,61,0,874.0
5526,2010-03-03,2,3,62,0,885.0
5616,2010-03-04,3,4,63,0,943.0
5706,2010-03-05,4,5,64,0,1000.0
5796,2010-03-06,5,6,65,0,1050.0
5886,2010-03-07,6,7,66,0,1350.0
5976,2010-03-08,0,8,67,0,931.0
6066,2010-03-09,1,9,68,0,884.0
6156,2010-03-10,2,10,69,0,892.0
6246,2010-03-11,3,11,70,0,1026.0
6336,2010-03-12,4,12,71,0,951.0
6426,2010-03-13,5,13,72,0,1090.0
6516,2010-03-14,6,14,73,0,1102.0
6606,2010-03-15,0,15,74,0,980.0
6696,2010-03-16,1,16,75,0,949.0
6786,2010-03-17,2,17,76,0,913.0
6876,2010-03-18,3,18,77,0,927.0
6966,2010-03-19,4,19,78,0,1021.0
7056,2010-03-20,5,20,79,0,1160.0
7146,2010-03-21,6,21,80,0,1143.0
7236,2010-03-22,0,22,81,0,962.0
7326,2010-03-23,1,23,82,0,926.0
7416,2010-03-24,2,24,83,0,895.0
7506,2010-03-25,3,25,84,0,832.0
7596,2010-03-26,4,26,85,0,992.0
7686,2010-03-27,5,27,86,0,964.0
7776,2010-03-28,6,28,87,0,1075.0
7866,2010-03-29,0,29,88,0,899.0
7956,2010-03-30,1,30,89,0,993.0
8046,2010-03-31,2,31,90,0,915.0
8136,2010-04-01,3,1,91,0,822.0
8226,2010-04-02,4,2,92,0,1035.0
8316,2010-04-03,5,3,93,0,1027.0
8406,2010-04-04,6,4,94,1,1196.0
8496,2010-04-05,0,5,95,1,967.0
8586,2010-04-06,1,6,96,0,906.0
8676,2010-04-07,2,7,97,0,1053.0
8766,2010-04-08,3,8,98,0,1013.0
8856,2010-04-09,4,9,99,0,1046.0
8946,2010-04-10,5,10,100,0,1219.0
9036,2010-04-11,6,11,101,0,1227.0
9126,2010-04-12,0,12,102,0,933.0
9216,2010-04-13,1,13,103,0,910.0
9306,2010-04-14,2,14,104,0,929.0
9396,2010-04-15,3,15,105,0,994.0
9486,2010-04-16,4,16,106,0,860.0
9576,2010-04-17,5,17,107,0,1079.0
9666,2010-04-18,6,18,108,0,1104.0
9756,2010-04-19,0,19,109,0,965.0
9846,2010-04-20,1,20,110,0,868.0
9936,2010-04-21,2,21,111,0,989.0
10026,2010-04-22,3,22,112,0,943.0
10116,2010-04-23,4,23,113,0,974.0
10206,2010-04-24,5,24,114,0,1054.0
10296,2010-04-25,6,25,115,1,1159.0
10386,2010-04-26,0,26,116,0,976.0
10476,2010-04-27,1,27,117,0,914.0
10566,2010-04-28,2,28,118,0,1046.0
10656,2010-04-29,3,29,119,0,1043.0
10746,2010-04-30,4,30,120,0,1021.0
10836,2010-05-01,5,1,121,1,974.0
10926,2010-05-02,6,2,122,0,1175.0
11016,2010-05-03,0,3,123,0,886.0
11106,2010-05-04,1,4,124,0,952.0
11196,2010-05-05,2,5,125,0,982.0
11286,2010-05-06,3,6,126,0,1001.0
11376,2010-05-07,4,7,127,0,1096.0
11466,2010-05-08,5,8,128,0,1134.0
11556,2010-05-09,6,9,129,0,1238.0
11646,2010-05-10,0,10,130,0,881.0
11736,2010-05-11,1,11,131,0,960.0
11826,2010-05-12,2,12,132,0,879.0
11916,2010-05-13,3,13,133,0,959.0
12006,2010-05-14,4,14,134,0,984.0
12096,2010-05-15,5,15,135,0,1091.0
12186,2010-05-16,6,16,136,0,1102.0
12276,2010-05-17,0,17,137,0,915.0
12366,2010-05-18,1,18,138,0,909.0
12456,2010-05-19,2,19,139,0,982.0
