id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
62,2010-01-01,4,1,1,1,1525.0
152,2010-01-02,5,2,2,0,1508.0
242,2010-01-03,6,3,3,0,1582.0
332,2010-01-04,0,4,4,0,1316.0
422,2010-01-05,1,5,5,0,1117.0
512,2010-01-06,2,6,6,0,1123.0
602,2010-01-07,3,7,7,0,1125.0
692,2010-01-08,4,8,8,0,1148.0
782,2010-01-09,5,9,9,0,1054.0
872,2010-01-10,6,10,10,0,1255.0
962,2010-01-11,0,11,11,0,1024.0
1052,2010-01-12,1,12,12,0,1040.0
1142,2010-01-13,2,13,13,0,930.0
1232,2010-01-14,3,14,14,0,1004.0
1322,2010-01-15,4,15,15,0,1092.0
1412,2010-01-16,5,16,16,0,1059.0
1502,2010-01-17,6,17,17,0,1284.0
1592,2010-01-18,0,18,18,0,1080.0
1682,2010-01-19,1,19,19,0,1077.0
1772,2010-01-20,2,20,20,0,976.0
1862,2010-01-21,3,21,21,0,1037.0
1952,2010-01-22,4,22,22,0,1124.0
2042,2010-01-23,5,23,23,0,1087.0
2132,2010-01-24,6,24,24,0,1230.0
2222,2010-01-25,0,25,25,0,996.0
2312,2010-01-26,1,26,26,0,986.0
2402,2010-01-27,2,27,27,0,1091.0
2492,2010-01-28,3,28,28,0,1046.0
2582,2010-01-29,4,29,29,0,1064.0
2672,2010-01-30,5,30,30,0,1194.0
2762,2010-01-31,6,31,31,0,1328.0
2852,2010-02-01,0,1,32,0,977.0
2942,2010-02-02,1,2,33,0,1038.0
3032,2010-02-03,2,3,34,0,1004.0
3122,2010-02-04,3,4,35,0,1054.0
3212,2010-02-05,4,5,36,0,1011.0
3302,2010-02-06,5,6,37,0,1123.0
3392,2010-02-07,6,7,38,0,1203.0
3482,2010-02-08,0,8,39,0,999.0
3572,2010-02-09,1,9,40,0,1001.0
3662,2010-02-10,2,10,41,0,1021.0
3752,2010-02-11,3,11,42,0,918.0
3842,2010-02-12,4,12,43,0,1091.0
3932,2010-02-13,5,13,44,0,1204.0
4022,2010-02-14,6,14,45,0,1094.0
4112,2010-02-15,0,15,46,0,1002.0
4202,2010-02-16,1,16,47,0,977.0
4292,2010-02-17,2,17,48,0,1031.0
4382,2010-02-18,3,18,49,0,983.0
4472,2010-02-19,4,19,50,0,1013.0
4562,2010-02-20,5,20,51,0,1025.0
4652,2010-02-21,6,21,52,0,1147.0
4742,2010-02-22,0,22,53,0,944.0
4832,2010-02-23,1,23,54,0,1015.0
4922,2010-02-24,2,24,55,0,948.0
5012,2010-02-25,3,25,56,0,1074.0
5102,2010-02-26,4,26,57,0,989.0
5192,2010-02-27,5,27,58,0,1079.0
5282,2010-02-28,6,28,59,0,1328.0
5372,2010-03-01,0,1,60,0,978.0
5462,2010-03-02,1,2,61,0,1013.0
5552,2010-03-03,2,3,62,0,1014.0
5642,2010-03-04,3,4,63,0,1073.0
5732,2010-03-05,4,5,64,0,1107.0
5822,2010-03-06,5,6,65,0,1222.0
5912,2010-03-07,6,7,66,0,1303.0
6002,2010-03-08,0,8,67,0,1037.0
6092,2010-03-09,1,9,68,0,1008.0
6182,2010-03-10,2,10,69,0,1004.0
6272,2010-03-11,3,11,70,0,1000.0
6362,2010-03-12,4,12,71,0,1095.0
6452,2010-03-13,5,13,72,0,1101.0
6542,2010-03-14,6,14,73,0,1316.0
6632,2010-03-15,0,15,74,0,1044.0
6722,2010-03-16,1,16,75,0,1000.0
6812,2010-03-17,2,17,76,0,1032.0
6902,2010-03-18,3,18,77,0,947.0
6992,2010-03-19,4,19,78,0,1173.0
7082,2010-03-20,5,20,79,0,1124.0
7172,2010-03-21,6,21,80,0,1290.0
7262,2010-03-22,0,22,81,0,1004.0
7352,2010-03-23,1,23,82,0,1007.0
7442,2010-03-24,2,24,83,0,1024.0
7532,2010-03-25,3,25,84,0,946.0
7622,2010-03-26,4,26,85,0,1063.0
7712,2010-03-27,5,27,86,0,1059.0
7802,2010-03-28,6,28,87,0,1196.0
7892,2010-03-29,0,29,88,0,993.0
7982,2010-03-30,1,30,89,0,974.0
8072,2010-03-31,2,31,90,0,982.0
8162,2010-04-01,3,1,91,1,1015.0
8252,2010-04-02,4,2,92,1,1152.0
8342,2010-04-03,5,3,93,0,1107.0
8432,2010-04-04,6,4,94,1,1369.0
8522,2010-04-05,0,5,95,1,1258.0
8612,2010-04-06,1,6,96,0,1283.0
8702,2010-04-07,2,7,97,0,1274.0
8792,2010-04-08,3,8,98,0,1196.0
8882,2010-04-09,4,9,99,0,1175.0
8972,2010-04-10,5,10,100,0,1377.0
