id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
70,2010-01-01,4,1,1,1,625.0
160,2010-01-02,5,2,2,0,643.0
250,2010-01-03,6,3,3,0,654.0
340,2010-01-04,0,4,4,0,496.0
430,2010-01-05,1,5,5,0,478.0
520,2010-01-06,2,6,6,0,463.0
610,2010-01-07,3,7,7,0,436.0
700,2010-01-08,4,8,8,0,482.0
790,2010-01-09,5,9,9,0,491.0
880,2010-01-10,6,10,10,0,511.0
970,2010-01-11,0,11,11,0,425.0
1060,2010-01-12,1,12,12,0,406.0
1150,2010-01-13,2,13,13,0,393.0
1240,2010-01-14,3,14,14,0,449.0
1330,2010-01-15,4,15,15,0,493.0
1420,2010-01-16,5,16,16,0,454.0
1510,2010-01-17,6,17,17,0,549.0
1600,2010-01-18,0,18,18,0,465.0
1690,2010-01-19,1,19,19,0,394.0
1780,2010-01-20,2,20,20,0,435.0
1870,2010-01-21,3,21,21,0,387.0
1960,2010-01-22,4,22,22,0,462.0
2050,2010-01-23,5,23,23,0,469.0
2140,2010-01-24,6,24,24,0,559.0
2230,2010-01-25,0,25,25,0,424.0
2320,2010-01-26,1,26,26,0,407.0
2410,2010-01-27,2,27,27,0,442.0
2500,2010-01-28,3,28,28,0,462.0
2590,2010-01-29,4,29,29,0,457.0
2680,2010-01-30,5,30,30,0,445.0
2770,2010-01-31,6,31,31,0,496.0
2860,2010-02-01,0,1,32,0,398.0
2950,2010-02-02,1,2,33,0,416.0
3040,2010-02-03,2,3,34,0,422.0
3130,2010-02-04,3,4,35,0,436.0
3220,2010-02-05,4,5,36,0,440.0
3310,2010-02-06,5,6,37,0,449.0
3400,2010-02-07,6,7,38,0,538.0
3490,2010-02-08,0,8,39,0,429.0
3580,2010-02-09,1,9,40,0,395.0
3670,2010-02-10,2,10,41,0,437.0
3760,2010-02-11,3,11,42,0,446.0
3850,2010-02-12,4,12,43,0,410.0
3940,2010-02-13,5,13,44,0,497.0
4030,2010-02-14,6,14,45,0,534.0
4120,2010-02-15,0,15,46,0,396.0
4210,2010-02-16,1,16,47,0,392.0
4300,2010-02-17,2,17,48,0,457.0
4390,2010-02-18,3,18,49,0,446.0
4480,2010-02-19,4,19,50,0,473.0
4570,2010-02-20,5,20,51,0,472.0
4660,2010-02-21,6,21,52,0,482.0
4750,2010-02-22,0,22,53,0,432.0
4840,2010-02-23,1,23,54,0,418.0
4930,2010-02-24,2,24,55,0,415.0
5020,2010-02-25,3,25,56,0,391.0
5110,2010-02-26,4,26,57,0,433.0
5200,2010-02-27,5,27,58,0,434.0
5290,2010-02-28,6,28,59,0,484.0
5380,2010-03-01,0,1,60,0,433.0
5470,2010-03-02,1,2,61,0,438.0
5560,2010-03-03,2,3,62,0,373.0
5650,2010-03-04,3,4,63,0,402.0
5740,2010-03-05,4,5,64,0,435.0
5830,2010-03-06,5,6,65,0,466.0
5920,2010-03-07,6,7,66,0,495.0
6010,2010-03-08,0,8,67,0,400.0
6100,2010-03-09,1,9,68,0,423.0
6190,2010-03-10,2,10,69,0,407.0
6280,2010-03-11,3,11,70,0,393.0
6370,2010-03-12,4,12,71,0,428.0
6460,2010-03-13,5,13,72,0,481.0
6550,2010-03-14,6,14,73,0,480.0
6640,2010-03-15,0,15,74,0,353.0
6730,2010-03-16,1,16,75,0,425.0
6820,2010-03-17,2,17,76,0,371.0
6910,2010-03-18,3,18,77,0,381.0
7000,2010-03-19,4,19,78,0,425.0
7090,2010-03-20,5,20,79,0,398.0
7180,2010-03-21,6,21,80,0,496.0
7270,2010-03-22,0,22,81,0,365.0
7360,2010-03-23,1,23,82,0,394.0
7450,2010-03-24,2,24,83,0,414.0
7540,2010-03-25,3,25,84,0,408.0
7630,2010-03-26,4,26,85,0,403.0
7720,2010-03-27,5,27,86,0,437.0
7810,2010-03-28,6,28,87,0,502.0
7900,2010-03-29,0,29,88,0,381.0
7990,2010-03-30,1,30,89,0,401.0
8080,2010-03-31,2,31,90,0,371.0
8170,2010-04-01,3,1,91,1,399.0
8260,2010-04-02,4,2,92,1,436.0
8350,2010-04-03,5,3,93,0,503.0
8440,2010-04-04,6,4,94,1,591.0
8530,2010-04-05,0,5,95,1,467.0
8620,2010-04-06,1,6,96,0,483.0
8710,2010-04-07,2,7,97,0,464.0
8800,2010-04-08,3,8,98,0,455.0
8890,2010-04-09,4,9,99,0,532.0
8980,2010-04-10,5,10,100,0,523.0
9070,2010-04-11,6,11,101,0,528.0
9160,2010-04-12,0,12,102,0,392.0
9250,2010-04-13,1,13,103,0,407.0
9340,2010-04-14,2,14,104,0,366.0
9430,2010-04-15,3,15,105,0,376.0
9520,2010-04-16,4,16,106,0,407.0
9610,2010-04-17,5,17,107,0,441.0
9700,2010-04-18,6,18,108,0,454.0
9790,2010-04-19,0,19,109,0,371.0
9880,2010-04-20,1,20,110,0,357.0
9970,2010-04-21,2,21,111,0,403.0
10060,2010-04-22,3,22,112,0,382.0
10150,2010-04-23,4,23,113,0,425.0
10240,2010-04-24,5,24,114,0,417.0
10330,2010-04-25,6,25,115,0,475.0
10420,2010-04-26,0,26,116,0,365.0
10510,2010-04-27,1,27,117,0,357.0
10600,2010-04-28,2,28,118,0,326.0
10690,2010-04-29,3,29,119,0,365.0
10780,2010-04-30,4,30,120,0,359.0
10870,2010-05-01,5,1,121,1,363.0
10960,2010-05-02,6,2,122,0,490.0
11050,2010-05-03,0,3,123,0,389.0
11140,2010-05-04,1,4,124,0,416.0
11230,2010-05-05,2,5,125,0,388.0
11320,2010-05-06,3,6,126,0,415.0
11410,2010-05-07,4,7,127,0,389.0
11500,2010-05-08,5,8,128,0,418.0
11590,2010-05-09,6,9,129,0,445.0
11680,2010-05-10,0,10,130,0,386.0
11770,2010-05-11,1,11,131,0,385.0
11860,2010-05-12,2,12,132,0,378.0
11950,2010-05-13,3,13,133,1,356.0
12040,2010-05-14,4,14,134,0,403.0
12130,2010-05-15,5,15,135,0,410.0
12220,2010-05-16,6,16,136,0,477.0
12310,2010-05-17,0,17,137,1,426.0
12400,2010-05-18,1,18,138,0,406.0
12490,2010-05-19,2,19,139,0,412.0
12580,2010-05-20,3,20,140,0,393.0
12670,2010-05-21,4,21,141,0,404.0
12760,2010-05-22,5,22,142,0,408.0
12850,2010-05-23,6,23,143,1,484.0
12940,2010-05-24,0,24,144,1,372.0
13030,2010-05-25,1,25,145,0,386.0
13120,2010-05-26,2,26,146,0,384.0
13210,2010-05-27,3,27,147,0,375.0
13300,2010-05-28,4,28,148,0,445.0
13390,2010-05-29,5,29,149,0,469.0
13480,2010-05-30,6,30,150,0,483.0
13570,2010-05-31,0,31,151,0,370.0
13660,2010-06-01,1,1,152,0,354.0
13750,2010-06-02,2,2,153,0,341.0
13840,2010-06-03,3,3,154,0,341.0
13930,2010-06-04,4,4,155,0,374.0
14020,2010-06-05,5,5,156,0,409.0
14110,2010-06-06,6,6,157,0,452.0
14200,2010-06-07,0,7,158,0,355.0
14290,2010-06-08,1,8,159,0,358.0
14380,2010-06-09,2,9,160,0,356.0
14470,2010-06-10,3,10,161,0,344.0
14560,2010-06-11,4,11,162,0,367.0
14650,2010-06-12,5,12,163,0,414.0
14740,2010-06-13,6,13,164,0,446.0
14830,2010-06-14,0,14,165,0,350.0
14920,2010-06-15,1,15,166,0,349.0
15010,2010-06-16,2,16,167,0,335.0
15100,2010-06-17,3,17,168,0,329.0
15190,2010-06-18,4,18,169,0,366.0
15280,2010-06-19,5,19,170,0,361.0
15370,2010-06-20,6,20,171,0,410.0
15460,2010-06-21,0,21,172,0,352.0
15550,2010-06-22,1,22,173,0,356.0
15640,2010-06-23,2,23,174,0,337.0
15730,2010-06-24,3,24,175,0,320.0
15820,2010-06-25,4,25,176,0,346.0
15910,2010-06-26,5,26,177,0,407.0
16000,2010-06-27,6,27,178,0,392.0
16090,2010-06-28,0,28,179,0,380.0
16180,2010-06-29,1,29,180,0,329.0
16270,2010-06-30,2,30,181,0,315.0
16360,2010-07-01,3,1,182,0,352.0
16450,2010-07-02,4,2,183,0,355.0
16540,2010-07-03,5,3,184,0,390.0
16630,2010-07-04,6,4,185,0,409.0
16720,2010-07-05,0,5,186,0,351.0
16810,2010-07-06,1,6,187,0,350.0
16900,2010-07-07,2,7,188,0,357.0
16990,2010-07-08,3,8,189,0,341.0
17080,2010-07-09,4,9,190,0,361.0
17170,2010-07-10,5,10,191,0,377.0
17260,2010-07-11,6,11,192,0,443.0
17350,2010-07-12,0,12,193,0,366.0
17440,2010-07-13,1,13,194,0,312.0
17530,2010-07-14,2,14,195,0,325.0
17620,2010-07-15,3,15,196,0,353.0
17710,2010-07-16,4,16,197,0,346.0
17800,2010-07-17,5,17,198,0,399.0
17890,2010-07-18,6,18,199,0,438.0
17980,2010-07-19,0,19,200,0,323.0
18070,2010-07-20,1,20,201,0,363.0
18160,2010-07-21,2,21,202,0,355.0
18250,2010-07-22,3,22,203,0,360.0
18340,2010-07-23,4,23,204,0,369.0
18430,2010-07-24,5,24,205,0,383.0
18520,2010-07-25,6,25,206,0,426.0
18610,2010-07-26,0,26,207,0,368.0
18700,2010-07-27,1,27,208,0,339.0
18790,2010-07-28,2,28,209,0,345.0
18880,2010-07-29,3,29,210,0,389.0
18970,2010-07-30,4,30,211,0,352.0
19060,2010-07-31,5,31,212,0,392.0
19150,2010-08-01,6,1,213,0,452.0
19240,2010-08-02,0,2,214,0,326.0
19330,2010-08-03,1,3,215,0,387.0
19420,2010-08-04,2,4,216,0,319.0
19510,2010-08-05,3,5,217,0,358.0
19600,2010-08-06,4,6,218,0,398.0
19690,2010-08-07,5,7,219,0,391.0
19780,2010-08-08,6,8,220,0,464.0
19870,2010-08-09,0,9,221,0,391.0
19960,2010-08-10,1,10,222,0,344.0
20050,2010-08-11,2,11,223,0,348.0
20140,2010-08-12,3,12,224,0,373.0
20230,2010-08-13,4,13,225,0,358.0
20320,2010-08-14,5,14,226,0,384.0
20410,2010-08-15,6,15,227,0,443.0
20500,2010-08-16,0,16,228,0,354.0
20590,2010-08-17,1,17,229,0,393.0
20680,2010-08-18,2,18,230,0,362.0
20770,2010-08-19,3,19,231,0,383.0
20860,2010-08-20,4,20,232,0,392.0
20950,2010-08-21,5,21,233,0,433.0
21040,2010-08-22,6,22,234,0,465.0
21130,2010-08-23,0,23,235,0,373.0
21220,2010-08-24,1,24,236,0,360.0
21310,2010-08-25,2,25,237,0,370.0
21400,2010-08-26,3,26,238,0,324.0
21490,2010-08-27,4,27,239,0,380.0
21580,2010-08-28,5,28,240,0,409.0
21670,2010-08-29,6,29,241,0,458.0
21760,2010-08-30,0,30,242,0,383.0
21850,2010-08-31,1,31,243,0,377.0
21940,2010-09-01,2,1,244,0,384.0
22030,2010-09-02,3,2,245,0,334.0
22120,2010-09-03,4,3,246,0,431.0
22210,2010-09-04,5,4,247,0,434.0
22300,2010-09-05,6,5,248,0,483.0
22390,2010-09-06,0,6,249,0,362.0
22480,2010-09-07,1,7,250,0,371.0
22570,2010-09-08,2,8,251,0,361.0
22660,2010-09-09,3,9,252,0,375.0
22750,2010-09-10,4,10,253,0,378.0
