id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
53,2010-01-01,4,1,1,1,17.0
143,2010-01-02,5,2,2,0,15.0
233,2010-01-03,6,3,3,0,17.0
323,2010-01-04,0,4,4,0,12.0
413,2010-01-05,1,5,5,0,12.0
503,2010-01-06,2,6,6,0,11.0
593,2010-01-07,3,7,7,0,12.0
683,2010-01-08,4,8,8,0,12.0
773,2010-01-09,5,9,9,0,12.0
863,2010-01-10,6,10,10,0,13.0
953,2010-01-11,0,11,11,0,11.0
1043,2010-01-12,1,12,12,0,10.0
1133,2010-01-13,2,13,13,0,9.0
1223,2010-01-14,3,14,14,0,10.0
1313,2010-01-15,4,15,15,0,11.0
1403,2010-01-16,5,16,16,0,11.0
1493,2010-01-17,6,17,17,0,13.0
1583,2010-01-18,0,18,18,0,10.0
1673,2010-01-19,1,19,19,0,12.0
1763,2010-01-20,2,20,20,0,10.0
1853,2010-01-21,3,21,21,0,10.0
1943,2010-01-22,4,22,22,0,10.0
2033,2010-01-23,5,23,23,0,11.0
2123,2010-01-24,6,24,24,0,13.0
2213,2010-01-25,0,25,25,0,11.0
2303,2010-01-26,1,26,26,0,11.0
2393,2010-01-27,2,27,27,0,10.0
2483,2010-01-28,3,28,28,0,11.0
2573,2010-01-29,4,29,29,0,10.0
2663,2010-01-30,5,30,30,0,12.0
2753,2010-01-31,6,31,31,0,13.0
2843,2010-02-01,0,1,32,0,10.0
2933,2010-02-02,1,2,33,0,9.0
3023,2010-02-03,2,3,34,0,11.0
3113,2010-02-04,3,4,35,0,9.0
3203,2010-02-05,4,5,36,0,10.0
3293,2010-02-06,5,6,37,0,10.0
3383,2010-02-07,6,7,38,0,12.0
3473,2010-02-08,0,8,39,0,9.0
3563,2010-02-09,1,9,40,0,9.0
3653,2010-02-10,2,10,41,0,10.0
3743,2010-02-11,3,11,42,0,9.0
3833,2010-02-12,4,12,43,0,11.0
3923,2010-02-13,5,13,44,0,10.0
4013,2010-02-14,6,14,45,0,12.0
4103,2010-02-15,0,15,46,0,10.0
4193,2010-02-16,1,16,47,0,9.0
4283,2010-02-17,2,17,48,0,10.0
4373,2010-02-18,3,18,49,0,9.0
4463,2010-02-19,4,19,50,0,10.0
4553,2010-02-20,5,20,51,0,10.0
4643,2010-02-21,6,21,52,0,12.0
4733,2010-02-22,0,22,53,0,9.0
4823,2010-02-23,1,23,54,0,9.0
4913,2010-02-24,2,24,55,0,8.0
5003,2010-02-25,3,25,56,0,9.0
5093,2010-02-26,4,26,57,0,9.0
5183,2010-02-27,5,27,58,0,11.0
