id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
2,2010-01-01,4,1,1,1,906.0
92,2010-01-02,5,2,2,0,854.0
182,2010-01-03,6,3,3,0,839.0
272,2010-01-04,0,4,4,0,609.0
362,2010-01-05,1,5,5,0,640.0
452,2010-01-06,2,6,6,0,648.0
542,2010-01-07,3,7,7,0,580.0
632,2010-01-08,4,8,8,0,590.0
722,2010-01-09,5,9,9,0,604.0
812,2010-01-10,6,10,10,0,699.0
902,2010-01-11,0,11,11,0,580.0
992,2010-01-12,1,12,12,0,517.0
1082,2010-01-13,2,13,13,0,499.0
1172,2010-01-14,3,14,14,0,568.0
1262,2010-01-15,4,15,15,0,510.0
1352,2010-01-16,5,16,16,0,588.0
1442,2010-01-17,6,17,17,0,628.0
1532,2010-01-18,0,18,18,0,579.0
1622,2010-01-19,1,19,19,0,594.0
1712,2010-01-20,2,20,20,0,554.0
1802,2010-01-21,3,21,21,0,529.0
1892,2010-01-22,4,22,22,0,644.0
1982,2010-01-23,5,23,23,0,641.0
2072,2010-01-24,6,24,24,0,714.0
2162,2010-01-25,0,25,25,0,537.0
2252,2010-01-26,1,26,26,0,541.0
2342,2010-01-27,2,27,27,0,553.0
2432,2010-01-28,3,28,28,0,530.0
2522,2010-01-29,4,29,29,0,592.0
2612,2010-01-30,5,30,30,0,624.0
2702,2010-01-31,6,31,31,0,640.0
2792,2010-02-01,0,1,32,0,583.0
2882,2010-02-02,1,2,33,0,540.0
2972,2010-02-03,2,3,34,0,548.0
3062,2010-02-04,3,4,35,0,569.0
3152,2010-02-05,4,5,36,0,564.0
3242,2010-02-06,5,6,37,0,551.0
3332,2010-02-07,6,7,38,0,672.0
3422,2010-02-08,0,8,39,0,495.0
3512,2010-02-09,1,9,40,0,517.0
3602,2010-02-10,2,10,41,0,544.0
3692,2010-02-11,3,11,42,0,592.0
3782,2010-02-12,4,12,43,0,547.0
3872,2010-02-13,5,13,44,0,571.0
3962,2010-02-14,6,14,45,0,687.0
4052,2010-02-15,0,15,46,0,563.0
4142,2010-02-16,1,16,47,0,552.0
4232,2010-02-17,2,17,48,0,534.0
4322,2010-02-18,3,18,49,0,540.0
4412,2010-02-19,4,19,50,0,570.0
4502,2010-02-20,5,20,51,0,619.0
4592,2010-02-21,6,21,52,0,662.0
4682,2010-02-22,0,22,53,0,571.0
4772,2010-02-23,1,23,54,0,552.0
