id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
52,2010-01-01,4,1,1,1,32.0
142,2010-01-02,5,2,2,0,34.0
232,2010-01-03,6,3,3,0,33.0
322,2010-01-04,0,4,4,0,28.0
412,2010-01-05,1,5,5,0,26.0
502,2010-01-06,2,6,6,0,25.0
592,2010-01-07,3,7,7,0,23.0
682,2010-01-08,4,8,8,0,24.0
772,2010-01-09,5,9,9,0,24.0
862,2010-01-10,6,10,10,0,26.0
952,2010-01-11,0,11,11,0,22.0
1042,2010-01-12,1,12,12,0,23.0
1132,2010-01-13,2,13,13,0,23.0
1222,2010-01-14,3,14,14,0,24.0
1312,2010-01-15,4,15,15,0,24.0
1402,2010-01-16,5,16,16,0,22.0
1492,2010-01-17,6,17,17,0,26.0
1582,2010-01-18,0,18,18,0,21.0
1672,2010-01-19,1,19,19,0,23.0
1762,2010-01-20,2,20,20,0,23.0
1852,2010-01-21,3,21,21,0,23.0
1942,2010-01-22,4,22,22,0,22.0
2032,2010-01-23,5,23,23,0,23.0
2122,2010-01-24,6,24,24,0,27.0
2212,2010-01-25,0,25,25,0,22.0
2302,2010-01-26,1,26,26,0,21.0
2392,2010-01-27,2,27,27,0,23.0
2482,2010-01-28,3,28,28,0,21.0
2572,2010-01-29,4,29,29,0,23.0
2662,2010-01-30,5,30,30,0,24.0
2752,2010-01-31,6,31,31,0,28.0
2842,2010-02-01,0,1,32,0,22.0
2932,2010-02-02,1,2,33,0,21.0
3022,2010-02-03,2,3,34,0,20.0
3112,2010-02-04,3,4,35,0,22.0
3202,2010-02-05,4,5,36,0,26.0
3292,2010-02-06,5,6,37,0,24.0
3382,2010-02-07,6,7,38,0,27.0
3472,2010-02-08,0,8,39,0,22.0
3562,2010-02-09,1,9,40,0,21.0
3652,2010-02-10,2,10,41,0,19.0
3742,2010-02-11,3,11,42,0,21.0
3832,2010-02-12,4,12,43,0,21.0
3922,2010-02-13,5,13,44,0,23.0
4012,2010-02-14,6,14,45,0,27.0
4102,2010-02-15,0,15,46,0,21.0
4192,2010-02-16,1,16,47,0,21.0
4282,2010-02-17,2,17,48,0,22.0
4372,2010-02-18,3,18,49,0,22.0
4462,2010-02-19,4,19,50,0,22.0
4552,2010-02-20,5,20,51,0,24.0
4642,2010-02-21,6,21,52,0,26.0
4732,2010-02-22,0,22,53,0,23.0
4822,2010-02-23,1,23,54,0,23.0
4912,2010-02-24,2,24,55,0,22.0
5002,2010-02-25,3,25,56,0,21.0
5092,2010-02-26,4,26,57,0,22.0
5182,2010-02-27,5,27,58,0,25.0
5272,2010-02-28,6,28,59,0,27.0
5362,2010-03-01,0,1,60,0,23.0
5452,2010-03-02,1,2,61,0,21.0
5542,2010-03-03,2,3,62,0,21.0
5632,2010-03-04,3,4,63,0,22.0
5722,2010-03-05,4,5,64,0,24.0
5812,2010-03-06,5,6,65,0,26.0
5902,2010-03-07,6,7,66,0,24.0
5992,2010-03-08,0,8,67,0,22.0
6082,2010-03-09,1,9,68,0,22.0
6172,2010-03-10,2,10,69,0,22.0
6262,2010-03-11,3,11,70,0,23.0
6352,2010-03-12,4,12,71,0,22.0
6442,2010-03-13,5,13,72,0,24.0
6532,2010-03-14,6,14,73,0,27.0
6622,2010-03-15,0,15,74,0,20.0
6712,2010-03-16,1,16,75,0,21.0
6802,2010-03-17,2,17,76,0,21.0
6892,2010-03-18,3,18,77,0,22.0
6982,2010-03-19,4,19,78,0,23.0
7072,2010-03-20,5,20,79,0,24.0
7162,2010-03-21,6,21,80,0,26.0
7252,2010-03-22,0,22,81,0,21.0
7342,2010-03-23,1,23,82,0,21.0
7432,2010-03-24,2,24,83,0,24.0
7522,2010-03-25,3,25,84,0,23.0
7612,2010-03-26,4,26,85,0,25.0
7702,2010-03-27,5,27,86,0,23.0
7792,2010-03-28,6,28,87,0,27.0
7882,2010-03-29,0,29,88,0,21.0
7972,2010-03-30,1,30,89,0,22.0
8062,2010-03-31,2,31,90,0,22.0
8152,2010-04-01,3,1,91,0,23.0
