id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
78,2010-01-01,4,1,1,1,405.0
168,2010-01-02,5,2,2,0,410.0
258,2010-01-03,6,3,3,0,462.0
348,2010-01-04,0,4,4,0,329.0
438,2010-01-05,1,5,5,0,341.0
528,2010-01-06,2,6,6,0,302.0
618,2010-01-07,3,7,7,0,289.0
708,2010-01-08,4,8,8,0,292.0
798,2010-01-09,5,9,9,0,336.0
888,2010-01-10,6,10,10,0,348.0
978,2010-01-11,0,11,11,0,270.0
1068,2010-01-12,1,12,12,0,255.0
1158,2010-01-13,2,13,13,0,268.0
1248,2010-01-14,3,14,14,0,275.0
1338,2010-01-15,4,15,15,0,287.0
1428,2010-01-16,5,16,16,0,324.0
1518,2010-01-17,6,17,17,0,333.0
1608,2010-01-18,0,18,18,0,264.0
1698,2010-01-19,1,19,19,0,274.0
1788,2010-01-20,2,20,20,0,250.0
1878,2010-01-21,3,21,21,0,270.0
1968,2010-01-22,4,22,22,0,289.0
2058,2010-01-23,5,23,23,0,280.0
2148,2010-01-24,6,24,24,0,339.0
2238,2010-01-25,0,25,25,0,262.0
2328,2010-01-26,1,26,26,0,234.0
2418,2010-01-27,2,27,27,0,263.0
2508,2010-01-28,3,28,28,0,269.0
2598,2010-01-29,4,29,29,0,291.0
2688,2010-01-30,5,30,30,0,290.0
2778,2010-01-31,6,31,31,0,316.0
2868,2010-02-01,0,1,32,0,247.0
2958,2010-02-02,1,2,33,0,241.0
3048,2010-02-03,2,3,34,0,237.0
3138,2010-02-04,3,4,35,0,260.0
3228,2010-02-05,4,5,36,0,252.0
3318,2010-02-06,5,6,37,0,265.0
3408,2010-02-07,6,7,38,0,301.0
3498,2010-02-08,0,8,39,0,253.0
3588,2010-02-09,1,9,40,0,247.0
3678,2010-02-10,2,10,41,0,226.0
3768,2010-02-11,3,11,42,0,244.0
3858,2010-02-12,4,12,43,0,271.0
3948,2010-02-13,5,13,44,0,261.0
4038,2010-02-14,6,14,45,1,278.0
4128,2010-02-15,0,15,46,1,248.0
4218,2010-02-16,1,16,47,1,266.0
4308,2010-02-17,2,17,48,0,258.0
4398,2010-02-18,3,18,49,0,291.0
4488,2010-02-19,4,19,50,0,315.0
4578,2010-02-20,5,20,51,0,309.0
4668,2010-02-21,6,21,52,0,365.0
4758,2010-02-22,0,22,53,0,295.0
4848,2010-02-23,1,23,54,0,254.0
4938,2010-02-24,2,24,55,0,240.0
5028,2010-02-25,3,25,56,0,244.0
5118,2010-02-26,4,26,57,0,265.0
5208,2010-02-27,5,27,58,0,263.0
5298,2010-02-28,6,28,59,0,301.0
5388,2010-03-01,0,1,60,0,235.0
5478,2010-03-02,1,2,61,0,246.0
5568,2010-03-03,2,3,62,0,226.0
5658,2010-03-04,3,4,63,0,230.0
5748,2010-03-05,4,5,64,0,286.0
5838,2010-03-06,5,6,65,0,268.0
5928,2010-03-07,6,7,66,0,276.0
6018,2010-03-08,0,8,67,0,226.0
6108,2010-03-09,1,9,68,0,240.0
6198,2010-03-10,2,10,69,0,224.0
6288,2010-03-11,3,11,70,0,225.0
6378,2010-03-12,4,12,71,0,235.0
6468,2010-03-13,5,13,72,0,261.0
6558,2010-03-14,6,14,73,0,306.0
6648,2010-03-15,0,15,74,0,244.0
6738,2010-03-16,1,16,75,0,232.0
6828,2010-03-17,2,17,76,0,214.0
6918,2010-03-18,3,18,77,0,247.0
7008,2010-03-19,4,19,78,0,243.0
7098,2010-03-20,5,20,79,0,255.0
7188,2010-03-21,6,21,80,0,297.0
