id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
34,2010-01-01,4,1,1,1,406.0
124,2010-01-02,5,2,2,0,374.0
214,2010-01-03,6,3,3,0,398.0
304,2010-01-04,0,4,4,0,293.0
394,2010-01-05,1,5,5,0,285.0
484,2010-01-06,2,6,6,1,297.0
574,2010-01-07,3,7,7,0,264.0
664,2010-01-08,4,8,8,0,304.0
754,2010-01-09,5,9,9,0,313.0
844,2010-01-10,6,10,10,0,317.0
934,2010-01-11,0,11,11,0,305.0
1024,2010-01-12,1,12,12,0,287.0
1114,2010-01-13,2,13,13,0,285.0
1204,2010-01-14,3,14,14,0,274.0
1294,2010-01-15,4,15,15,0,263.0
1384,2010-01-16,5,16,16,0,326.0
1474,2010-01-17,6,17,17,0,306.0
1564,2010-01-18,0,18,18,0,248.0
1654,2010-01-19,1,19,19,0,250.0
1744,2010-01-20,2,20,20,0,248.0
1834,2010-01-21,3,21,21,0,278.0
1924,2010-01-22,4,22,22,0,292.0
2014,2010-01-23,5,23,23,0,293.0
2104,2010-01-24,6,24,24,0,306.0
2194,2010-01-25,0,25,25,0,246.0
2284,2010-01-26,1,26,26,0,267.0
2374,2010-01-27,2,27,27,0,265.0
2464,2010-01-28,3,28,28,0,296.0
2554,2010-01-29,4,29,29,0,272.0
2644,2010-01-30,5,30,30,0,324.0
2734,2010-01-31,6,31,31,0,315.0
2824,2010-02-01,0,1,32,0,271.0
2914,2010-02-02,1,2,33,0,265.0
3004,2010-02-03,2,3,34,0,275.0
3094,2010-02-04,3,4,35,0,275.0
3184,2010-02-05,4,5,36,0,284.0
3274,2010-02-06,5,6,37,0,301.0
3364,2010-02-07,6,7,38,0,346.0
3454,2010-02-08,0,8,39,0,272.0
3544,2010-02-09,1,9,40,0,257.0
3634,2010-02-10,2,10,41,0,282.0
3724,2010-02-11,3,11,42,0,284.0
3814,2010-02-12,4,12,43,0,305.0
3904,2010-02-13,5,13,44,0,296.0
3994,2010-02-14,6,14,45,0,367.0
4084,2010-02-15,0,15,46,0,277.0
4174,2010-02-16,1,16,47,0,284.0
4264,2010-02-17,2,17,48,0,267.0
4354,2010-02-18,3,18,49,0,262.0
4444,2010-02-19,4,19,50,0,311.0
4534,2010-02-20,5,20,51,0,334.0
4624,2010-02-21,6,21,52,0,331.0
4714,2010-02-22,0,22,53,0,288.0
4804,2010-02-23,1,23,54,0,295.0
4894,2010-02-24,2,24,55,0,269.0
4984,2010-02-25,3,25,56,0,291.0
5074,2010-02-26,4,26,57,0,305.0
5164,2010-02-27,5,27,58,0,319.0
5254,2010-02-28,6,28,59,0,376.0
5344,2010-03-01,0,1,60,0,276.0
5434,2010-03-02,1,2,61,0,308.0
5524,2010-03-03,2,3,62,0,285.0
5614,2010-03-04,3,4,63,0,280.0
5704,2010-03-05,4,5,64,0,300.0
5794,2010-03-06,5,6,65,0,348.0
5884,2010-03-07,6,7,66,0,370.0
5974,2010-03-08,0,8,67,0,295.0
6064,2010-03-09,1,9,68,0,290.0
6154,2010-03-10,2,10,69,0,287.0
6244,2010-03-11,3,11,70,0,296.0
6334,2010-03-12,4,12,71,0,336.0
6424,2010-03-13,5,13,72,0,355.0
6514,2010-03-14,6,14,73,0,369.0
6604,2010-03-15,0,15,74,0,295.0
6694,2010-03-16,1,16,75,0,290.0
6784,2010-03-17,2,17,76,0,298.0
6874,2010-03-18,3,18,77,0,289.0
6964,2010-03-19,4,19,78,0,323.0
7054,2010-03-20,5,20,79,0,340.0
7144,2010-03-21,6,21,80,0,355.0
7234,2010-03-22,0,22,81,0,300.0
7324,2010-03-23,1,23,82,0,274.0
7414,2010-03-24,2,24,83,0,312.0
7504,2010-03-25,3,25,84,0,340.0
7594,2010-03-26,4,26,85,0,325.0
7684,2010-03-27,5,27,86,0,334.0
7774,2010-03-28,6,28,87,0,368.0
7864,2010-03-29,0,29,88,0,274.0
7954,2010-03-30,1,30,89,0,311.0
