id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
54,2010-01-01,4,1,1,1,19.0
144,2010-01-02,5,2,2,0,20.0
234,2010-01-03,6,3,3,0,20.0
324,2010-01-04,0,4,4,0,16.0
414,2010-01-05,1,5,5,0,16.0
504,2010-01-06,2,6,6,0,14.0
594,2010-01-07,3,7,7,0,14.0
684,2010-01-08,4,8,8,0,14.0
774,2010-01-09,5,9,9,0,14.0
864,2010-01-10,6,10,10,0,17.0
954,2010-01-11,0,11,11,0,14.0
1044,2010-01-12,1,12,12,0,13.0
1134,2010-01-13,2,13,13,0,13.0
1224,2010-01-14,3,14,14,0,13.0
1314,2010-01-15,4,15,15,0,14.0
1404,2010-01-16,5,16,16,0,15.0
1494,2010-01-17,6,17,17,0,18.0
1584,2010-01-18,0,18,18,0,14.0
1674,2010-01-19,1,19,19,0,14.0
1764,2010-01-20,2,20,20,0,13.0
1854,2010-01-21,3,21,21,0,14.0
1944,2010-01-22,4,22,22,0,14.0
2034,2010-01-23,5,23,23,0,15.0
2124,2010-01-24,6,24,24,0,17.0
2214,2010-01-25,0,25,25,0,15.0
2304,2010-01-26,1,26,26,0,15.0
2394,2010-01-27,2,27,27,0,14.0
2484,2010-01-28,3,28,28,0,15.0
2574,2010-01-29,4,29,29,0,14.0
2664,2010-01-30,5,30,30,0,15.0
2754,2010-01-31,6,31,31,0,18.0
2844,2010-02-01,0,1,32,0,15.0
2934,2010-02-02,1,2,33,0,14.0
3024,2010-02-03,2,3,34,0,16.0
3114,2010-02-04,3,4,35,0,15.0
3204,2010-02-05,4,5,36,0,15.0
3294,2010-02-06,5,6,37,0,16.0
3384,2010-02-07,6,7,38,0,17.0
3474,2010-02-08,0,8,39,0,13.0
3564,2010-02-09,1,9,40,0,14.0
3654,2010-02-10,2,10,41,0,14.0
3744,2010-02-11,3,11,42,0,14.0
3834,2010-02-12,4,12,43,0,16.0
3924,2010-02-13,5,13,44,0,16.0
4014,2010-02-14,6,14,45,0,19.0
4104,2010-02-15,0,15,46,0,15.0
4194,2010-02-16,1,16,47,0,14.0
4284,2010-02-17,2,17,48,0,14.0
4374,2010-02-18,3,18,49,0,15.0
