id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
7,2010-01-01,4,1,1,1,1659.0
97,2010-01-02,5,2,2,0,1541.0
187,2010-01-03,6,3,3,0,1770.0
277,2010-01-04,0,4,4,0,1243.0
367,2010-01-05,1,5,5,0,1319.0
457,2010-01-06,2,6,6,0,1207.0
547,2010-01-07,3,7,7,0,1319.0
637,2010-01-08,4,8,8,0,1193.0
727,2010-01-09,5,9,9,0,1183.0
817,2010-01-10,6,10,10,0,1323.0
907,2010-01-11,0,11,11,0,1000.0
997,2010-01-12,1,12,12,0,993.0
1087,2010-01-13,2,13,13,0,1188.0
1177,2010-01-14,3,14,14,0,1137.0
1267,2010-01-15,4,15,15,0,1169.0
1357,2010-01-16,5,16,16,0,1177.0
1447,2010-01-17,6,17,17,0,1550.0
1537,2010-01-18,0,18,18,0,1136.0
1627,2010-01-19,1,19,19,0,1203.0
1717,2010-01-20,2,20,20,0,1022.0
1807,2010-01-21,3,21,21,0,1183.0
1897,2010-01-22,4,22,22,0,1189.0
1987,2010-01-23,5,23,23,0,1184.0
2077,2010-01-24,6,24,24,0,1397.0
2167,2010-01-25,0,25,25,0,1068.0
2257,2010-01-26,1,26,26,0,1094.0
2347,2010-01-27,2,27,27,0,1063.0
2437,2010-01-28,3,28,28,0,1202.0
2527,2010-01-29,4,29,29,0,1118.0
2617,2010-01-30,5,30,30,0,1311.0
2707,2010-01-31,6,31,31,0,1468.0
2797,2010-02-01,0,1,32,0,1114.0
2887,2010-02-02,1,2,33,0,1122.0
2977,2010-02-03,2,3,34,0,1053.0
3067,2010-02-04,3,4,35,0,1179.0
3157,2010-02-05,4,5,36,0,1117.0
3247,2010-02-06,5,6,37,0,1222.0
3337,2010-02-07,6,7,38,0,1385.0
3427,2010-02-08,0,8,39,0,1119.0
3517,2010-02-09,1,9,40,0,993.0
3607,2010-02-10,2,10,41,0,1150.0
3697,2010-02-11,3,11,42,0,1066.0
3787,2010-02-12,4,12,43,0,1166.0
3877,2010-02-13,5,13,44,0,1325.0
3967,2010-02-14,6,14,45,0,1346.0
4057,2010-02-15,0,15,46,0,1164.0
4147,2010-02-16,1,16,47,0,1066.0
4237,2010-02-17,2,17,48,0,1137.0
4327,2010-02-18,3,18,49,0,968.0
4417,2010-02-19,4,19,50,0,1233.0
4507,2010-02-20,5,20,51,0,1197.0
4597,2010-02-21,6,21,52,0,1348.0
4687,2010-02-22,0,22,53,0,1157.0
4777,2010-02-23,1,23,54,0,955.0
4867,2010-02-24,2,24,55,0,1118.0
4957,2010-02-25,3,25,56,0,1083.0
5047,2010-02-26,4,26,57,0,1171.0
5137,2010-02-27,5,27,58,0,1187.0
5227,2010-02-28,6,28,59,0,1334.0
5317,2010-03-01,0,1,60,0,1131.0
5407,2010-03-02,1,2,61,0,1168.0
5497,2010-03-03,2,3,62,0,1182.0
5587,2010-03-04,3,4,63,0,1097.0
5677,2010-03-05,4,5,64,0,1221.0
