id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
65,2010-01-01,4,1,1,1,579.0
155,2010-01-02,5,2,2,0,475.0
245,2010-01-03,6,3,3,0,568.0
335,2010-01-04,0,4,4,0,445.0
425,2010-01-05,1,5,5,0,400.0
515,2010-01-06,2,6,6,0,411.0
605,2010-01-07,3,7,7,0,399.0
695,2010-01-08,4,8,8,0,422.0
785,2010-01-09,5,9,9,0,457.0
875,2010-01-10,6,10,10,0,497.0
965,2010-01-11,0,11,11,0,385.0
1055,2010-01-12,1,12,12,0,393.0
1145,2010-01-13,2,13,13,0,349.0
1235,2010-01-14,3,14,14,0,372.0
1325,2010-01-15,4,15,15,0,379.0
1415,2010-01-16,5,16,16,0,409.0
1505,2010-01-17,6,17,17,0,413.0
1595,2010-01-18,0,18,18,0,373.0
1685,2010-01-19,1,19,19,0,343.0
1775,2010-01-20,2,20,20,0,374.0
1865,2010-01-21,3,21,21,0,382.0
1955,2010-01-22,4,22,22,0,377.0
2045,2010-01-23,5,23,23,0,405.0
2135,2010-01-24,6,24,24,0,465.0
2225,2010-01-25,0,25,25,0,375.0
2315,2010-01-26,1,26,26,0,369.0
2405,2010-01-27,2,27,27,0,390.0
2495,2010-01-28,3,28,28,0,368.0
2585,2010-01-29,4,29,29,0,388.0
2675,2010-01-30,5,30,30,0,413.0
2765,2010-01-31,6,31,31,0,403.0
2855,2010-02-01,0,1,32,0,360.0
2945,2010-02-02,1,2,33,0,336.0
3035,2010-02-03,2,3,34,0,342.0
3125,2010-02-04,3,4,35,0,360.0
3215,2010-02-05,4,5,36,0,375.0
3305,2010-02-06,5,6,37,0,379.0
3395,2010-02-07,6,7,38,0,459.0
3485,2010-02-08,0,8,39,0,335.0
3575,2010-02-09,1,9,40,0,358.0
3665,2010-02-10,2,10,41,0,364.0
3755,2010-02-11,3,11,42,0,369.0
3845,2010-02-12,4,12,43,0,403.0
3935,2010-02-13,5,13,44,0,396.0
4025,2010-02-14,6,14,45,0,427.0
4115,2010-02-15,0,15,46,0,351.0
4205,2010-02-16,1,16,47,0,368.0
4295,2010-02-17,2,17,48,0,361.0
4385,2010-02-18,3,18,49,0,362.0
4475,2010-02-19,4,19,50,0,350.0
4565,2010-02-20,5,20,51,0,383.0
4655,2010-02-21,6,21,52,0,439.0
4745,2010-02-22,0,22,53,0,347.0
4835,2010-02-23,1,23,54,0,345.0
4925,2010-02-24,2,24,55,0,348.0
5015,2010-02-25,3,25,56,0,324.0
5105,2010-02-26,4,26,57,0,327.0
5195,2010-02-27,5,27,58,0,367.0
5285,2010-02-28,6,28,59,0,431.0
5375,2010-03-01,0,1,60,0,364.0
5465,2010-03-02,1,2,61,0,340.0
5555,2010-03-03,2,3,62,0,344.0
5645,2010-03-04,3,4,63,0,347.0
5735,2010-03-05,4,5,64,0,362.0
5825,2010-03-06,5,6,65,0,387.0
5915,2010-03-07,6,7,66,0,389.0
6005,2010-03-08,0,8,67,0,346.0
6095,2010-03-09,1,9,68,0,360.0
6185,2010-03-10,2,10,69,0,366.0
6275,2010-03-11,3,11,70,0,346.0
6365,2010-03-12,4,12,71,0,367.0
6455,2010-03-13,5,13,72,0,384.0
6545,2010-03-14,6,14,73,0,451.0
6635,2010-03-15,0,15,74,0,337.0
6725,2010-03-16,1,16,75,0,339.0
6815,2010-03-17,2,17,76,0,358.0
6905,2010-03-18,3,18,77,0,345.0
6995,2010-03-19,4,19,78,0,358.0
7085,2010-03-20,5,20,79,0,413.0
7175,2010-03-21,6,21,80,0,452.0
7265,2010-03-22,0,22,81,0,332.0
7355,2010-03-23,1,23,82,0,333.0
7445,2010-03-24,2,24,83,0,330.0
7535,2010-03-25,3,25,84,0,333.0
7625,2010-03-26,4,26,85,0,358.0
7715,2010-03-27,5,27,86,0,380.0
7805,2010-03-28,6,28,87,0,426.0
7895,2010-03-29,0,29,88,0,315.0
7985,2010-03-30,1,30,89,0,349.0
8075,2010-03-31,2,31,90,0,330.0
8165,2010-04-01,3,1,91,1,338.0
8255,2010-04-02,4,2,92,1,375.0
8345,2010-04-03,5,3,93,0,379.0
8435,2010-04-04,6,4,94,1,449.0
8525,2010-04-05,0,5,95,1,356.0
8615,2010-04-06,1,6,96,0,387.0
8705,2010-04-07,2,7,97,0,400.0
8795,2010-04-08,3,8,98,0,392.0
8885,2010-04-09,4,9,99,0,404.0
8975,2010-04-10,5,10,100,0,410.0
9065,2010-04-11,6,11,101,0,439.0
9155,2010-04-12,0,12,102,0,351.0
9245,2010-04-13,1,13,103,0,334.0
9335,2010-04-14,2,14,104,0,299.0
9425,2010-04-15,3,15,105,0,313.0
9515,2010-04-16,4,16,106,0,343.0
9605,2010-04-17,5,17,107,0,367.0
9695,2010-04-18,6,18,108,0,422.0
9785,2010-04-19,0,19,109,0,325.0
9875,2010-04-20,1,20,110,0,315.0
9965,2010-04-21,2,21,111,0,344.0
10055,2010-04-22,3,22,112,0,312.0
10145,2010-04-23,4,23,113,0,331.0
10235,2010-04-24,5,24,114,0,327.0
10325,2010-04-25,6,25,115,0,393.0
10415,2010-04-26,0,26,116,0,315.0
10505,2010-04-27,1,27,117,0,289.0
10595,2010-04-28,2,28,118,0,293.0
10685,2010-04-29,3,29,119,0,306.0
10775,2010-04-30,4,30,120,0,325.0
10865,2010-05-01,5,1,121,1,361.0
10955,2010-05-02,6,2,122,0,417.0
11045,2010-05-03,0,3,123,0,358.0
11135,2010-05-04,1,4,124,0,320.0
11225,2010-05-05,2,5,125,0,357.0
11315,2010-05-06,3,6,126,0,339.0
11405,2010-05-07,4,7,127,0,357.0
11495,2010-05-08,5,8,128,0,329.0
11585,2010-05-09,6,9,129,0,361.0
11675,2010-05-10,0,10,130,0,325.0
11765,2010-05-11,1,11,131,0,324.0
11855,2010-05-12,2,12,132,0,333.0
11945,2010-05-13,3,13,133,1,300.0
12035,2010-05-14,4,14,134,0,330.0
12125,2010-05-15,5,15,135,0,353.0
12215,2010-05-16,6,16,136,0,415.0
12305,2010-05-17,0,17,137,1,313.0
12395,2010-05-18,1,18,138,0,315.0
12485,2010-05-19,2,19,139,0,351.0
12575,2010-05-20,3,20,140,0,346.0
12665,2010-05-21,4,21,141,0,323.0
12755,2010-05-22,5,22,142,0,389.0
12845,2010-05-23,6,23,143,1,386.0
12935,2010-05-24,0,24,144,1,332.0
13025,2010-05-25,1,25,145,0,306.0
13115,2010-05-26,2,26,146,0,319.0
13205,2010-05-27,3,27,147,0,327.0
13295,2010-05-28,4,28,148,0,392.0
13385,2010-05-29,5,29,149,0,448.0
13475,2010-05-30,6,30,150,0,398.0
13565,2010-05-31,0,31,151,0,301.0
13655,2010-06-01,1,1,152,0,306.0
13745,2010-06-02,2,2,153,0,289.0
13835,2010-06-03,3,3,154,0,292.0
13925,2010-06-04,4,4,155,0,315.0
14015,2010-06-05,5,5,156,0,357.0
14105,2010-06-06,6,6,157,0,353.0
14195,2010-06-07,0,7,158,0,282.0
14285,2010-06-08,1,8,159,0,300.0
14375,2010-06-09,2,9,160,0,299.0
14465,2010-06-10,3,10,161,0,276.0
14555,2010-06-11,4,11,162,0,335.0
14645,2010-06-12,5,12,163,0,348.0
14735,2010-06-13,6,13,164,0,330.0
14825,2010-06-14,0,14,165,0,290.0
14915,2010-06-15,1,15,166,0,277.0
15005,2010-06-16,2,16,167,0,295.0
15095,2010-06-17,3,17,168,0,309.0
15185,2010-06-18,4,18,169,0,338.0
15275,2010-06-19,5,19,170,0,322.0
15365,2010-06-20,6,20,171,0,359.0
15455,2010-06-21,0,21,172,0,266.0
15545,2010-06-22,1,22,173,0,286.0
15635,2010-06-23,2,23,174,0,273.0
15725,2010-06-24,3,24,175,0,269.0
15815,2010-06-25,4,25,176,0,313.0
15905,2010-06-26,5,26,177,0,358.0
15995,2010-06-27,6,27,178,0,371.0
16085,2010-06-28,0,28,179,0,274.0
16175,2010-06-29,1,29,180,0,312.0
16265,2010-06-30,2,30,181,0,299.0
16355,2010-07-01,3,1,182,0,290.0
16445,2010-07-02,4,2,183,0,311.0
16535,2010-07-03,5,3,184,0,315.0
16625,2010-07-04,6,4,185,0,374.0
16715,2010-07-05,0,5,186,0,301.0
16805,2010-07-06,1,6,187,0,279.0
16895,2010-07-07,2,7,188,0,293.0
16985,2010-07-08,3,8,189,0,287.0
17075,2010-07-09,4,9,190,0,337.0
17165,2010-07-10,5,10,191,0,317.0
17255,2010-07-11,6,11,192,0,338.0
17345,2010-07-12,0,12,193,0,310.0
17435,2010-07-13,1,13,194,0,269.0
17525,2010-07-14,2,14,195,0,265.0
17615,2010-07-15,3,15,196,0,308.0
17705,2010-07-16,4,16,197,0,293.0
17795,2010-07-17,5,17,198,0,322.0
17885,2010-07-18,6,18,199,0,371.0
17975,2010-07-19,0,19,200,0,284.0
18065,2010-07-20,1,20,201,0,280.0
18155,2010-07-21,2,21,202,0,256.0
18245,2010-07-22,3,22,203,0,292.0
18335,2010-07-23,4,23,204,0,350.0
18425,2010-07-24,5,24,205,0,333.0
18515,2010-07-25,6,25,206,0,351.0
18605,2010-07-26,0,26,207,0,324.0
18695,2010-07-27,1,27,208,0,298.0
18785,2010-07-28,2,28,209,0,259.0
18875,2010-07-29,3,29,210,0,288.0
18965,2010-07-30,4,30,211,0,295.0
19055,2010-07-31,5,31,212,0,309.0
19145,2010-08-01,6,1,213,0,382.0
19235,2010-08-02,0,2,214,0,280.0
19325,2010-08-03,1,3,215,0,310.0
19415,2010-08-04,2,4,216,0,316.0
19505,2010-08-05,3,5,217,0,326.0
19595,2010-08-06,4,6,218,0,311.0
19685,2010-08-07,5,7,219,0,377.0
19775,2010-08-08,6,8,220,0,404.0
19865,2010-08-09,0,9,221,0,288.0
19955,2010-08-10,1,10,222,0,284.0
20045,2010-08-11,2,11,223,0,326.0
20135,2010-08-12,3,12,224,0,282.0
20225,2010-08-13,4,13,225,0,328.0
20315,2010-08-14,5,14,226,0,311.0
20405,2010-08-15,6,15,227,0,395.0
20495,2010-08-16,0,16,228,0,313.0
20585,2010-08-17,1,17,229,0,283.0
20675,2010-08-18,2,18,230,0,311.0
20765,2010-08-19,3,19,231,0,306.0
20855,2010-08-20,4,20,232,0,334.0
20945,2010-08-21,5,21,233,0,334.0
21035,2010-08-22,6,22,234,0,383.0
21125,2010-08-23,0,23,235,0,310.0
21215,2010-08-24,1,24,236,0,295.0
21305,2010-08-25,2,25,237,0,295.0
21395,2010-08-26,3,26,238,0,310.0
21485,2010-08-27,4,27,239,0,319.0
21575,2010-08-28,5,28,240,0,353.0
21665,2010-08-29,6,29,241,0,393.0
21755,2010-08-30,0,30,242,0,343.0
21845,2010-08-31,1,31,243,0,307.0
21935,2010-09-01,2,1,244,0,328.0
22025,2010-09-02,3,2,245,0,287.0
22115,2010-09-03,4,3,246,0,310.0
22205,2010-09-04,5,4,247,0,368.0
22295,2010-09-05,6,5,248,0,427.0
22385,2010-09-06,0,6,249,0,294.0
22475,2010-09-07,1,7,250,0,303.0
22565,2010-09-08,2,8,251,0,354.0
22655,2010-09-09,3,9,252,0,317.0
22745,2010-09-10,4,10,253,0,346.0
22835,2010-09-11,5,11,254,0,338.0
22925,2010-09-12,6,12,255,0,386.0
23015,2010-09-13,0,13,256,0,323.0
23105,2010-09-14,1,14,257,0,297.0
23195,2010-09-15,2,15,258,0,337.0
23285,2010-09-16,3,16,259,0,321.0
23375,2010-09-17,4,17,260,0,318.0
23465,2010-09-18,5,18,261,0,355.0
23555,2010-09-19,6,19,262,0,398.0
23645,2010-09-20,0,20,263,0,318.0
23735,2010-09-21,1,21,264,0,310.0
23825,2010-09-22,2,22,265,0,336.0
23915,2010-09-23,3,23,266,0,338.0
24005,2010-09-24,4,24,267,0,335.0
24095,2010-09-25,5,25,268,0,380.0
24185,2010-09-26,6,26,269,0,373.0
24275,2010-09-27,0,27,270,0,338.0
24365,2010-09-28,1,28,271,0,328.0
24455,2010-09-29,2,29,272,0,328.0
24545,2010-09-30,3,30,273,0,347.0
24635,2010-10-01,4,1,274,0,374.0
24725,2010-10-02,5,2,275,0,380.0
24815,2010-10-03,6,3,276,0,424.0
24905,2010-10-04,0,4,277,0,352.0
24995,2010-10-05,1,5,278,0,356.0
25085,2010-10-06,2,6,279,0,358.0
25175,2010-10-07,3,7,280,0,353.0
25265,2010-10-08,4,8,281,0,356.0
25355,2010-10-09,5,9,282,0,408.0
25445,2010-10-10,6,10,283,0,418.0
25535,2010-10-11,0,11,284,0,364.0
25625,2010-10-12,1,12,285,0,335.0
25715,2010-10-13,2,13,286,0,379.0
25805,2010-10-14,3,14,287,0,369.0
25895,2010-10-15,4,15,288,0,380.0
25985,2010-10-16,5,16,289,0,381.0
26075,2010-10-17,6,17,290,0,483.0
26165,2010-10-18,0,18,291,0,331.0
26255,2010-10-19,1,19,292,0,346.0
26345,2010-10-20,2,20,293,0,388.0
26435,2010-10-21,3,21,294,0,353.0
26525,2010-10-22,4,22,295,0,354.0
26615,2010-10-23,5,23,296,0,402.0
26705,2010-10-24,6,24,297,0,450.0
26795,2010-10-25,0,25,298,0,383.0
26885,2010-10-26,1,26,299,0,349.0
26975,2010-10-27,2,27,300,0,365.0
27065,2010-10-28,3,28,301,0,346.0
27155,2010-10-29,4,29,302,0,348.0
27245,2010-10-30,5,30,303,0,429.0
27335,2010-10-31,6,31,304,0,476.0
27425,2010-11-01,0,1,305,0,374.0
27515,2010-11-02,1,2,306,0,361.0
27605,2010-11-03,2,3,307,0,395.0
27695,2010-11-04,3,4,308,0,369.0
27785,2010-11-05,4,5,309,0,361.0
27875,2010-11-06,5,6,310,0,440.0
27965,2010-11-07,6,7,311,0,512.0
28055,2010-11-08,0,8,312,0,347.0
28145,2010-11-09,1,9,313,0,353.0
28235,2010-11-10,2,10,314,0,356.0
28325,2010-11-11,3,11,315,0,354.0
28415,2010-11-12,4,12,316,0,384.0
28505,2010-11-13,5,13,317,0,408.0
28595,2010-11-14,6,14,318,0,489.0
28685,2010-11-15,0,15,319,0,368.0
28775,2010-11-16,1,16,320,0,379.0
28865,2010-11-17,2,17,321,0,336.0
28955,2010-11-18,3,18,322,0,388.0
29045,2010-11-19,4,19,323,0,407.0
