id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
31,2010-01-01,4,1,1,1,681.0
121,2010-01-02,5,2,2,0,743.0
211,2010-01-03,6,3,3,0,708.0
301,2010-01-04,0,4,4,0,538.0
391,2010-01-05,1,5,5,0,550.0
481,2010-01-06,2,6,6,1,485.0
571,2010-01-07,3,7,7,0,479.0
661,2010-01-08,4,8,8,0,542.0
751,2010-01-09,5,9,9,0,620.0
841,2010-01-10,6,10,10,0,631.0
931,2010-01-11,0,11,11,0,506.0
1021,2010-01-12,1,12,12,0,456.0
1111,2010-01-13,2,13,13,0,497.0
1201,2010-01-14,3,14,14,0,423.0
1291,2010-01-15,4,15,15,0,520.0
1381,2010-01-16,5,16,16,0,525.0
1471,2010-01-17,6,17,17,0,545.0
1561,2010-01-18,0,18,18,0,488.0
1651,2010-01-19,1,19,19,0,429.0
1741,2010-01-20,2,20,20,0,504.0
1831,2010-01-21,3,21,21,0,458.0
1921,2010-01-22,4,22,22,0,512.0
2011,2010-01-23,5,23,23,0,500.0
2101,2010-01-24,6,24,24,0,572.0
2191,2010-01-25,0,25,25,0,467.0
2281,2010-01-26,1,26,26,0,464.0
2371,2010-01-27,2,27,27,0,455.0
2461,2010-01-28,3,28,28,0,437.0
2551,2010-01-29,4,29,29,0,541.0
2641,2010-01-30,5,30,30,0,514.0
2731,2010-01-31,6,31,31,0,512.0
2821,2010-02-01,0,1,32,0,459.0
2911,2010-02-02,1,2,33,0,448.0
3001,2010-02-03,2,3,34,0,440.0
3091,2010-02-04,3,4,35,0,460.0
3181,2010-02-05,4,5,36,0,500.0
3271,2010-02-06,5,6,37,0,522.0
3361,2010-02-07,6,7,38,0,636.0
3451,2010-02-08,0,8,39,0,456.0
3541,2010-02-09,1,9,40,0,473.0
3631,2010-02-10,2,10,41,0,451.0
3721,2010-02-11,3,11,42,0,454.0
3811,2010-02-12,4,12,43,0,462.0
3901,2010-02-13,5,13,44,0,497.0
3991,2010-02-14,6,14,45,0,561.0
4081,2010-02-15,0,15,46,0,433.0
4171,2010-02-16,1,16,47,0,485.0
4261,2010-02-17,2,17,48,0,436.0
4351,2010-02-18,3,18,49,0,448.0
4441,2010-02-19,4,19,50,0,446.0
4531,2010-02-20,5,20,51,0,487.0
4621,2010-02-21,6,21,52,0,616.0
4711,2010-02-22,0,22,53,0,458.0
4801,2010-02-23,1,23,54,0,447.0
4891,2010-02-24,2,24,55,0,423.0
4981,2010-02-25,3,25,56,0,473.0
5071,2010-02-26,4,26,57,0,489.0
5161,2010-02-27,5,27,58,0,503.0
5251,2010-02-28,6,28,59,0,511.0
5341,2010-03-01,0,1,60,0,411.0
5431,2010-03-02,1,2,61,0,491.0
