id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
64,2010-01-01,4,1,1,1,911.0
154,2010-01-02,5,2,2,0,884.0
244,2010-01-03,6,3,3,0,879.0
334,2010-01-04,0,4,4,0,767.0
424,2010-01-05,1,5,5,0,711.0
514,2010-01-06,2,6,6,0,671.0
604,2010-01-07,3,7,7,0,654.0
694,2010-01-08,4,8,8,0,596.0
784,2010-01-09,5,9,9,0,654.0
874,2010-01-10,6,10,10,0,850.0
964,2010-01-11,0,11,11,0,615.0
1054,2010-01-12,1,12,12,0,585.0
1144,2010-01-13,2,13,13,0,615.0
1234,2010-01-14,3,14,14,0,654.0
1324,2010-01-15,4,15,15,0,674.0
1414,2010-01-16,5,16,16,0,673.0
1504,2010-01-17,6,17,17,0,786.0
1594,2010-01-18,0,18,18,0,563.0
1684,2010-01-19,1,19,19,0,647.0
1774,2010-01-20,2,20,20,0,645.0
1864,2010-01-21,3,21,21,0,666.0
1954,2010-01-22,4,22,22,0,680.0
2044,2010-01-23,5,23,23,0,711.0
2134,2010-01-24,6,24,24,0,844.0
2224,2010-01-25,0,25,25,0,642.0
2314,2010-01-26,1,26,26,0,643.0
2404,2010-01-27,2,27,27,0,641.0
2494,2010-01-28,3,28,28,0,626.0
2584,2010-01-29,4,29,29,0,729.0
2674,2010-01-30,5,30,30,0,715.0
2764,2010-01-31,6,31,31,0,744.0
2854,2010-02-01,0,1,32,0,667.0
2944,2010-02-02,1,2,33,0,656.0
3034,2010-02-03,2,3,34,0,729.0
3124,2010-02-04,3,4,35,0,623.0
3214,2010-02-05,4,5,36,0,705.0
3304,2010-02-06,5,6,37,0,703.0
3394,2010-02-07,6,7,38,0,831.0
3484,2010-02-08,0,8,39,0,708.0
3574,2010-02-09,1,9,40,0,660.0
3664,2010-02-10,2,10,41,0,685.0
3754,2010-02-11,3,11,42,0,682.0
3844,2010-02-12,4,12,43,0,717.0
3934,2010-02-13,5,13,44,0,818.0
4024,2010-02-14,6,14,45,0,806.0
4114,2010-02-15,0,15,46,0,707.0
4204,2010-02-16,1,16,47,0,625.0
4294,2010-02-17,2,17,48,0,666.0
4384,2010-02-18,3,18,49,0,733.0
4474,2010-02-19,4,19,50,0,677.0
4564,2010-02-20,5,20,51,0,766.0
4654,2010-02-21,6,21,52,0,860.0
4744,2010-02-22,0,22,53,0,684.0
4834,2010-02-23,1,23,54,0,737.0
4924,2010-02-24,2,24,55,0,642.0
5014,2010-02-25,3,25,56,0,667.0
5104,2010-02-26,4,26,57,0,791.0
5194,2010-02-27,5,27,58,0,859.0
5284,2010-02-28,6,28,59,0,897.0
5374,2010-03-01,0,1,60,0,736.0
5464,2010-03-02,1,2,61,0,663.0
5554,2010-03-03,2,3,62,0,739.0
5644,2010-03-04,3,4,63,0,743.0
5734,2010-03-05,4,5,64,0,713.0
5824,2010-03-06,5,6,65,0,852.0
5914,2010-03-07,6,7,66,0,886.0
6004,2010-03-08,0,8,67,0,819.0
6094,2010-03-09,1,9,68,0,690.0
6184,2010-03-10,2,10,69,0,747.0
6274,2010-03-11,3,11,70,0,738.0
6364,2010-03-12,4,12,71,0,790.0
6454,2010-03-13,5,13,72,0,833.0
6544,2010-03-14,6,14,73,0,914.0
6634,2010-03-15,0,15,74,0,682.0
6724,2010-03-16,1,16,75,0,740.0
6814,2010-03-17,2,17,76,0,719.0
6904,2010-03-18,3,18,77,0,759.0
6994,2010-03-19,4,19,78,0,757.0
7084,2010-03-20,5,20,79,0,834.0
7174,2010-03-21,6,21,80,0,937.0
7264,2010-03-22,0,22,81,0,671.0
7354,2010-03-23,1,23,82,0,810.0
7444,2010-03-24,2,24,83,0,698.0
7534,2010-03-25,3,25,84,0,733.0
7624,2010-03-26,4,26,85,0,814.0
7714,2010-03-27,5,27,86,0,849.0
7804,2010-03-28,6,28,87,0,893.0
7894,2010-03-29,0,29,88,0,697.0
7984,2010-03-30,1,30,89,0,728.0
8074,2010-03-31,2,31,90,0,720.0
8164,2010-04-01,3,1,91,1,798.0
8254,2010-04-02,4,2,92,1,774.0
8344,2010-04-03,5,3,93,0,883.0
8434,2010-04-04,6,4,94,1,1065.0
8524,2010-04-05,0,5,95,1,907.0
