id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
40,2010-01-01,4,1,1,1,269.0
130,2010-01-02,5,2,2,0,251.0
220,2010-01-03,6,3,3,0,266.0
310,2010-01-04,0,4,4,0,213.0
400,2010-01-05,1,5,5,0,225.0
490,2010-01-06,2,6,6,1,204.0
580,2010-01-07,3,7,7,0,194.0
670,2010-01-08,4,8,8,0,200.0
760,2010-01-09,5,9,9,0,208.0
850,2010-01-10,6,10,10,0,216.0
940,2010-01-11,0,11,11,0,190.0
1030,2010-01-12,1,12,12,0,176.0
1120,2010-01-13,2,13,13,0,156.0
1210,2010-01-14,3,14,14,0,184.0
1300,2010-01-15,4,15,15,0,185.0
1390,2010-01-16,5,16,16,0,198.0
1480,2010-01-17,6,17,17,0,220.0
1570,2010-01-18,0,18,18,0,186.0
1660,2010-01-19,1,19,19,0,175.0
1750,2010-01-20,2,20,20,0,177.0
1840,2010-01-21,3,21,21,0,198.0
1930,2010-01-22,4,22,22,0,197.0
2020,2010-01-23,5,23,23,0,185.0
2110,2010-01-24,6,24,24,0,226.0
2200,2010-01-25,0,25,25,0,171.0
2290,2010-01-26,1,26,26,0,167.0
2380,2010-01-27,2,27,27,0,175.0
2470,2010-01-28,3,28,28,0,171.0
2560,2010-01-29,4,29,29,0,176.0
2650,2010-01-30,5,30,30,0,201.0
2740,2010-01-31,6,31,31,0,213.0
2830,2010-02-01,0,1,32,0,185.0
2920,2010-02-02,1,2,33,0,182.0
3010,2010-02-03,2,3,34,0,164.0
3100,2010-02-04,3,4,35,0,163.0
3190,2010-02-05,4,5,36,0,191.0
3280,2010-02-06,5,6,37,0,180.0
3370,2010-02-07,6,7,38,0,215.0
3460,2010-02-08,0,8,39,0,178.0
3550,2010-02-09,1,9,40,0,176.0
3640,2010-02-10,2,10,41,0,186.0
3730,2010-02-11,3,11,42,0,177.0
3820,2010-02-12,4,12,43,0,184.0
3910,2010-02-13,5,13,44,0,192.0
4000,2010-02-14,6,14,45,0,201.0
4090,2010-02-15,0,15,46,0,167.0
4180,2010-02-16,1,16,47,0,166.0
4270,2010-02-17,2,17,48,0,165.0
4360,2010-02-18,3,18,49,0,171.0
4450,2010-02-19,4,19,50,0,201.0
4540,2010-02-20,5,20,51,0,185.0
4630,2010-02-21,6,21,52,0,202.0
4720,2010-02-22,0,22,53,0,166.0
4810,2010-02-23,1,23,54,0,171.0
4900,2010-02-24,2,24,55,0,165.0
4990,2010-02-25,3,25,56,0,172.0
5080,2010-02-26,4,26,57,0,174.0
5170,2010-02-27,5,27,58,0,195.0
5260,2010-02-28,6,28,59,0,213.0
5350,2010-03-01,0,1,60,0,177.0
5440,2010-03-02,1,2,61,0,175.0
5530,2010-03-03,2,3,62,0,174.0
5620,2010-03-04,3,4,63,0,165.0
5710,2010-03-05,4,5,64,0,190.0
5800,2010-03-06,5,6,65,0,190.0
5890,2010-03-07,6,7,66,0,224.0
5980,2010-03-08,0,8,67,0,175.0
6070,2010-03-09,1,9,68,0,175.0
6160,2010-03-10,2,10,69,0,175.0
6250,2010-03-11,3,11,70,0,174.0
6340,2010-03-12,4,12,71,0,171.0
6430,2010-03-13,5,13,72,0,182.0
6520,2010-03-14,6,14,73,0,187.0
6610,2010-03-15,0,15,74,0,154.0
6700,2010-03-16,1,16,75,0,149.0
6790,2010-03-17,2,17,76,0,167.0
6880,2010-03-18,3,18,77,0,142.0
6970,2010-03-19,4,19,78,0,166.0
7060,2010-03-20,5,20,79,0,178.0
7150,2010-03-21,6,21,80,0,199.0
7240,2010-03-22,0,22,81,0,165.0
7330,2010-03-23,1,23,82,0,150.0
7420,2010-03-24,2,24,83,0,174.0
7510,2010-03-25,3,25,84,0,160.0
7600,2010-03-26,4,26,85,0,166.0
7690,2010-03-27,5,27,86,0,179.0
7780,2010-03-28,6,28,87,0,192.0
7870,2010-03-29,0,29,88,0,166.0
7960,2010-03-30,1,30,89,0,161.0
8050,2010-03-31,2,31,90,0,148.0
8140,2010-04-01,3,1,91,0,171.0
8230,2010-04-02,4,2,92,0,165.0
8320,2010-04-03,5,3,93,0,189.0
8410,2010-04-04,6,4,94,1,186.0
8500,2010-04-05,0,5,95,1,149.0
8590,2010-04-06,1,6,96,0,172.0
8680,2010-04-07,2,7,97,0,178.0
8770,2010-04-08,3,8,98,0,161.0
8860,2010-04-09,4,9,99,0,180.0
8950,2010-04-10,5,10,100,0,195.0
9040,2010-04-11,6,11,101,0,195.0
9130,2010-04-12,0,12,102,0,172.0
9220,2010-04-13,1,13,103,0,158.0
9310,2010-04-14,2,14,104,0,138.0
9400,2010-04-15,3,15,105,0,154.0
9490,2010-04-16,4,16,106,0,174.0
9580,2010-04-17,5,17,107,0,174.0
9670,2010-04-18,6,18,108,0,186.0
9760,2010-04-19,0,19,109,0,157.0
9850,2010-04-20,1,20,110,0,157.0
9940,2010-04-21,2,21,111,0,169.0
10030,2010-04-22,3,22,112,0,152.0
10120,2010-04-23,4,23,113,0,161.0
