id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
5,2010-01-01,4,1,1,1,300.0
95,2010-01-02,5,2,2,0,281.0
185,2010-01-03,6,3,3,0,297.0
275,2010-01-04,0,4,4,0,235.0
365,2010-01-05,1,5,5,0,240.0
455,2010-01-06,2,6,6,0,223.0
545,2010-01-07,3,7,7,0,
635,2010-01-08,4,8,8,0,208.0
725,2010-01-09,5,9,9,0,221.0
815,2010-01-10,6,10,10,0,245.0
905,2010-01-11,0,11,11,0,
995,2010-01-12,1,12,12,0,200.0
1085,2010-01-13,2,13,13,0,202.0
1175,2010-01-14,3,14,14,0,
1265,2010-01-15,4,15,15,0,217.0
1355,2010-01-16,5,16,16,0,230.0
1445,2010-01-17,6,17,17,0,249.0
1535,2010-01-18,0,18,18,0,
1625,2010-01-19,1,19,19,0,
1715,2010-01-20,2,20,20,0,
1805,2010-01-21,3,21,21,0,
1895,2010-01-22,4,22,22,0,216.0
1985,2010-01-23,5,23,23,0,228.0
2075,2010-01-24,6,24,24,0,223.0
2165,2010-01-25,0,25,25,0,
2255,2010-01-26,1,26,26,0,207.0
2345,2010-01-27,2,27,27,0,
2435,2010-01-28,3,28,28,0,
2525,2010-01-29,4,29,29,0,202.0
2615,2010-01-30,5,30,30,0,219.0
2705,2010-01-31,6,31,31,0,254.0
2795,2010-02-01,0,1,32,0,
2885,2010-02-02,1,2,33,0,200.0
2975,2010-02-03,2,3,34,0,201.0
3065,2010-02-04,3,4,35,0,
3155,2010-02-05,4,5,36,0,201.0
3245,2010-02-06,5,6,37,0,211.0
3335,2010-02-07,6,7,38,0,260.0
3425,2010-02-08,0,8,39,0,
3515,2010-02-09,1,9,40,0,
3605,2010-02-10,2,10,41,0,200.0
3695,2010-02-11,3,11,42,0,
3785,2010-02-12,4,12,43,0,
3875,2010-02-13,5,13,44,0,209.0
3965,2010-02-14,6,14,45,0,246.0
4055,2010-02-15,0,15,46,0,
4145,2010-02-16,1,16,47,0,
4235,2010-02-17,2,17,48,0,
4325,2010-02-18,3,18,49,0,
4415,2010-02-19,4,19,50,0,
4505,2010-02-20,5,20,51,0,214.0
4595,2010-02-21,6,21,52,0,240.0
4685,2010-02-22,0,22,53,0,
4775,2010-02-23,1,23,54,0,
4865,2010-02-24,2,24,55,0,
4955,2010-02-25,3,25,56,0,202.0
5045,2010-02-26,4,26,57,0,
5135,2010-02-27,5,27,58,0,202.0
5225,2010-02-28,6,28,59,0,210.0
5315,2010-03-01,0,1,60,0,
5405,2010-03-02,1,2,61,0,
5495,2010-03-03,2,3,62,0,
5585,2010-03-04,3,4,63,0,
5675,2010-03-05,4,5,64,0,
5765,2010-03-06,5,6,65,0,219.0
5855,2010-03-07,6,7,66,0,239.0
5945,2010-03-08,0,8,67,0,
6035,2010-03-09,1,9,68,0,
6125,2010-03-10,2,10,69,0,
6215,2010-03-11,3,11,70,0,
6305,2010-03-12,4,12,71,0,
6395,2010-03-13,5,13,72,0,206.0
6485,2010-03-14,6,14,73,0,232.0
6575,2010-03-15,0,15,74,0,
6665,2010-03-16,1,16,75,0,
6755,2010-03-17,2,17,76,0,
6845,2010-03-18,3,18,77,0,
6935,2010-03-19,4,19,78,0,
7025,2010-03-20,5,20,79,0,218.0
7115,2010-03-21,6,21,80,0,214.0
7205,2010-03-22,0,22,81,0,
7295,2010-03-23,1,23,82,0,
7385,2010-03-24,2,24,83,0,
7475,2010-03-25,3,25,84,0,
7565,2010-03-26,4,26,85,0,
7655,2010-03-27,5,27,86,0,202.0
7745,2010-03-28,6,28,87,0,212.0
7835,2010-03-29,0,29,88,0,
7925,2010-03-30,1,30,89,0,
8015,2010-03-31,2,31,90,0,
8105,2010-04-01,3,1,91,0,
8195,2010-04-02,4,2,92,1,
8285,2010-04-03,5,3,93,0,
8375,2010-04-04,6,4,94,0,228.0
8465,2010-04-05,0,5,95,0,
8555,2010-04-06,1,6,96,0,
8645,2010-04-07,2,7,97,0,
8735,2010-04-08,3,8,98,0,
8825,2010-04-09,4,9,99,0,
8915,2010-04-10,5,10,100,0,207.0
9005,2010-04-11,6,11,101,0,201.0
9095,2010-04-12,0,12,102,0,200.0
9185,2010-04-13,1,13,103,0,
9275,2010-04-14,2,14,104,0,
9365,2010-04-15,3,15,105,0,
9455,2010-04-16,4,16,106,0,
9545,2010-04-17,5,17,107,0,200.0
9635,2010-04-18,6,18,108,0,202.0
9725,2010-04-19,0,19,109,0,
9815,2010-04-20,1,20,110,0,
9905,2010-04-21,2,21,111,0,
9995,2010-04-22,3,22,112,0,
10085,2010-04-23,4,23,113,0,
10175,2010-04-24,5,24,114,0,210.0
10265,2010-04-25,6,25,115,0,215.0
10355,2010-04-26,0,26,116,0,
10445,2010-04-27,1,27,117,0,
10535,2010-04-28,2,28,118,0,
10625,2010-04-29,3,29,119,0,
10715,2010-04-30,4,30,120,0,
10805,2010-05-01,5,1,121,0,
10895,2010-05-02,6,2,122,0,
10985,2010-05-03,0,3,123,0,
11075,2010-05-04,1,4,124,0,
