id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
57,2010-01-01,4,1,1,1,37.0
147,2010-01-02,5,2,2,0,38.0
237,2010-01-03,6,3,3,0,40.0
327,2010-01-04,0,4,4,0,31.0
417,2010-01-05,1,5,5,0,30.0
507,2010-01-06,2,6,6,0,30.0
597,2010-01-07,3,7,7,0,25.0
687,2010-01-08,4,8,8,0,30.0
777,2010-01-09,5,9,9,0,29.0
867,2010-01-10,6,10,10,0,33.0
957,2010-01-11,0,11,11,0,24.0
1047,2010-01-12,1,12,12,0,26.0
1137,2010-01-13,2,13,13,0,25.0
1227,2010-01-14,3,14,14,0,24.0
1317,2010-01-15,4,15,15,0,27.0
1407,2010-01-16,5,16,16,0,26.0
1497,2010-01-17,6,17,17,0,31.0
1587,2010-01-18,0,18,18,0,25.0
1677,2010-01-19,1,19,19,0,27.0
1767,2010-01-20,2,20,20,0,26.0
1857,2010-01-21,3,21,21,0,25.0
1947,2010-01-22,4,22,22,0,26.0
2037,2010-01-23,5,23,23,0,31.0
2127,2010-01-24,6,24,24,0,28.0
2217,2010-01-25,0,25,25,0,24.0
2307,2010-01-26,1,26,26,0,26.0
2397,2010-01-27,2,27,27,0,24.0
2487,2010-01-28,3,28,28,0,27.0
2577,2010-01-29,4,29,29,0,29.0
2667,2010-01-30,5,30,30,0,28.0
2757,2010-01-31,6,31,31,0,30.0
2847,2010-02-01,0,1,32,0,27.0
2937,2010-02-02,1,2,33,0,26.0
3027,2010-02-03,2,3,34,0,24.0
3117,2010-02-04,3,4,35,0,25.0
3207,2010-02-05,4,5,36,0,26.0
3297,2010-02-06,5,6,37,0,28.0
3387,2010-02-07,6,7,38,0,31.0
3477,2010-02-08,0,8,39,0,26.0
3567,2010-02-09,1,9,40,0,27.0
3657,2010-02-10,2,10,41,0,26.0
3747,2010-02-11,3,11,42,0,27.0
3837,2010-02-12,4,12,43,0,27.0
3927,2010-02-13,5,13,44,0,28.0
4017,2010-02-14,6,14,45,0,28.0
4107,2010-02-15,0,15,46,0,24.0
4197,2010-02-16,1,16,47,0,24.0
4287,2010-02-17,2,17,48,0,25.0
4377,2010-02-18,3,18,49,0,22.0
4467,2010-02-19,4,19,50,0,25.0
4557,2010-02-20,5,20,51,0,30.0
4647,2010-02-21,6,21,52,0,31.0
4737,2010-02-22,0,22,53,0,25.0
4827,2010-02-23,1,23,54,0,24.0
4917,2010-02-24,2,24,55,0,26.0
5007,2010-02-25,3,25,56,0,27.0
5097,2010-02-26,4,26,57,0,28.0
5187,2010-02-27,5,27,58,0,29.0
5277,2010-02-28,6,28,59,0,30.0
5367,2010-03-01,0,1,60,0,26.0
5457,2010-03-02,1,2,61,0,28.0
5547,2010-03-03,2,3,62,0,25.0
5637,2010-03-04,3,4,63,0,25.0
5727,2010-03-05,4,5,64,0,28.0
5817,2010-03-06,5,6,65,0,29.0
5907,2010-03-07,6,7,66,0,30.0
5997,2010-03-08,0,8,67,0,26.0
6087,2010-03-09,1,9,68,0,24.0
6177,2010-03-10,2,10,69,0,26.0
6267,2010-03-11,3,11,70,0,23.0
6357,2010-03-12,4,12,71,0,28.0
6447,2010-03-13,5,13,72,0,29.0
6537,2010-03-14,6,14,73,0,32.0
6627,2010-03-15,0,15,74,0,25.0
6717,2010-03-16,1,16,75,0,24.0
6807,2010-03-17,2,17,76,0,25.0
6897,2010-03-18,3,18,77,0,25.0
6987,2010-03-19,4,19,78,0,28.0
7077,2010-03-20,5,20,79,0,30.0
7167,2010-03-21,6,21,80,0,32.0
7257,2010-03-22,0,22,81,0,24.0
7347,2010-03-23,1,23,82,0,25.0
7437,2010-03-24,2,24,83,0,24.0
7527,2010-03-25,3,25,84,0,26.0
7617,2010-03-26,4,26,85,0,29.0
7707,2010-03-27,5,27,86,0,29.0
7797,2010-03-28,6,28,87,0,30.0
7887,2010-03-29,0,29,88,0,25.0
7977,2010-03-30,1,30,89,0,26.0
8067,2010-03-31,2,31,90,0,26.0
8157,2010-04-01,3,1,91,0,23.0
8247,2010-04-02,4,2,92,1,27.0
8337,2010-04-03,5,3,93,0,29.0
8427,2010-04-04,6,4,94,0,31.0
8517,2010-04-05,0,5,95,1,27.0
8607,2010-04-06,1,6,96,0,26.0
8697,2010-04-07,2,7,97,0,27.0
8787,2010-04-08,3,8,98,0,28.0
8877,2010-04-09,4,9,99,0,31.0
8967,2010-04-10,5,10,100,0,30.0
9057,2010-04-11,6,11,101,0,33.0
9147,2010-04-12,0,12,102,0,26.0
9237,2010-04-13,1,13,103,0,29.0
9327,2010-04-14,2,14,104,0,25.0
9417,2010-04-15,3,15,105,0,26.0
9507,2010-04-16,4,16,106,0,29.0
9597,2010-04-17,5,17,107,0,28.0
9687,2010-04-18,6,18,108,0,34.0
9777,2010-04-19,0,19,109,0,27.0
9867,2010-04-20,1,20,110,0,26.0
9957,2010-04-21,2,21,111,0,23.0
10047,2010-04-22,3,22,112,0,24.0
10137,2010-04-23,4,23,113,0,28.0
10227,2010-04-24,5,24,114,0,29.0
10317,2010-04-25,6,25,115,0,32.0
10407,2010-04-26,0,26,116,0,25.0
10497,2010-04-27,1,27,117,0,26.0
10587,2010-04-28,2,28,118,0,24.0
10677,2010-04-29,3,29,119,0,26.0
10767,2010-04-30,4,30,120,0,26.0
10857,2010-05-01,5,1,121,1,29.0
10947,2010-05-02,6,2,122,0,35.0
11037,2010-05-03,0,3,123,0,29.0
11127,2010-05-04,1,4,124,0,25.0
11217,2010-05-05,2,5,125,0,28.0
11307,2010-05-06,3,6,126,0,27.0
11397,2010-05-07,4,7,127,0,29.0
11487,2010-05-08,5,8,128,0,30.0
11577,2010-05-09,6,9,129,0,35.0
11667,2010-05-10,0,10,130,0,26.0
11757,2010-05-11,1,11,131,0,26.0
11847,2010-05-12,2,12,132,0,26.0
11937,2010-05-13,3,13,133,0,25.0
12027,2010-05-14,4,14,134,0,27.0
12117,2010-05-15,5,15,135,0,29.0
12207,2010-05-16,6,16,136,0,33.0
12297,2010-05-17,0,17,137,0,24.0
12387,2010-05-18,1,18,138,0,26.0
12477,2010-05-19,2,19,139,0,26.0
12567,2010-05-20,3,20,140,0,27.0
12657,2010-05-21,4,21,141,0,25.0
12747,2010-05-22,5,22,142,0,28.0
12837,2010-05-23,6,23,143,0,31.0
12927,2010-05-24,0,24,144,0,25.0
13017,2010-05-25,1,25,145,0,25.0
13107,2010-05-26,2,26,146,0,26.0
13197,2010-05-27,3,27,147,0,24.0
13287,2010-05-28,4,28,148,0,29.0
13377,2010-05-29,5,29,149,0,27.0
13467,2010-05-30,6,30,150,0,30.0
13557,2010-05-31,0,31,151,0,25.0
13647,2010-06-01,1,1,152,1,27.0
13737,2010-06-02,2,2,153,0,24.0
13827,2010-06-03,3,3,154,0,28.0
13917,2010-06-04,4,4,155,0,29.0
14007,2010-06-05,5,5,156,0,29.0
14097,2010-06-06,6,6,157,0,34.0
14187,2010-06-07,0,7,158,0,24.0
14277,2010-06-08,1,8,159,0,28.0
14367,2010-06-09,2,9,160,0,27.0
14457,2010-06-10,3,10,161,0,26.0
14547,2010-06-11,4,11,162,0,27.0
14637,2010-06-12,5,12,163,0,29.0
14727,2010-06-13,6,13,164,0,33.0
14817,2010-06-14,0,14,165,0,29.0
14907,2010-06-15,1,15,166,0,25.0
14997,2010-06-16,2,16,167,0,25.0
15087,2010-06-17,3,17,168,0,27.0
15177,2010-06-18,4,18,169,0,26.0
15267,2010-06-19,5,19,170,0,29.0
15357,2010-06-20,6,20,171,0,31.0
15447,2010-06-21,0,21,172,0,24.0
15537,2010-06-22,1,22,173,0,24.0
15627,2010-06-23,2,23,174,0,26.0
15717,2010-06-24,3,24,175,0,27.0
15807,2010-06-25,4,25,176,0,27.0
15897,2010-06-26,5,26,177,0,27.0
15987,2010-06-27,6,27,178,0,30.0
16077,2010-06-28,0,28,179,0,27.0
16167,2010-06-29,1,29,180,0,24.0
16257,2010-06-30,2,30,181,0,24.0
16347,2010-07-01,3,1,182,0,24.0
16437,2010-07-02,4,2,183,0,27.0
16527,2010-07-03,5,3,184,0,28.0
16617,2010-07-04,6,4,185,0,32.0
16707,2010-07-05,0,5,186,0,25.0
16797,2010-07-06,1,6,187,0,25.0
16887,2010-07-07,2,7,188,0,25.0
16977,2010-07-08,3,8,189,0,25.0
17067,2010-07-09,4,9,190,0,27.0
17157,2010-07-10,5,10,191,0,28.0
17247,2010-07-11,6,11,192,0,32.0
17337,2010-07-12,0,12,193,0,24.0
17427,2010-07-13,1,13,194,0,25.0
17517,2010-07-14,2,14,195,0,26.0
17607,2010-07-15,3,15,196,0,24.0
17697,2010-07-16,4,16,197,0,26.0
17787,2010-07-17,5,17,198,0,25.0
17877,2010-07-18,6,18,199,0,31.0
17967,2010-07-19,0,19,200,0,26.0
18057,2010-07-20,1,20,201,0,25.0
18147,2010-07-21,2,21,202,0,26.0
18237,2010-07-22,3,22,203,0,26.0
18327,2010-07-23,4,23,204,0,26.0
18417,2010-07-24,5,24,205,0,27.0
18507,2010-07-25,6,25,206,0,32.0
18597,2010-07-26,0,26,207,0,26.0
18687,2010-07-27,1,27,208,0,23.0
18777,2010-07-28,2,28,209,0,25.0
18867,2010-07-29,3,29,210,0,25.0
18957,2010-07-30,4,30,211,0,26.0
19047,2010-07-31,5,31,212,0,30.0
19137,2010-08-01,6,1,213,0,30.0
19227,2010-08-02,0,2,214,0,28.0
19317,2010-08-03,1,3,215,0,24.0
19407,2010-08-04,2,4,216,0,23.0
19497,2010-08-05,3,5,217,0,25.0
19587,2010-08-06,4,6,218,0,26.0
19677,2010-08-07,5,7,219,0,28.0
19767,2010-08-08,6,8,220,0,30.0
19857,2010-08-09,0,9,221,0,26.0
19947,2010-08-10,1,10,222,0,25.0
20037,2010-08-11,2,11,223,0,24.0
20127,2010-08-12,3,12,224,0,26.0
20217,2010-08-13,4,13,225,0,25.0
20307,2010-08-14,5,14,226,0,28.0
20397,2010-08-15,6,15,227,0,30.0
20487,2010-08-16,0,16,228,0,24.0
20577,2010-08-17,1,17,229,0,24.0
20667,2010-08-18,2,18,230,0,24.0
20757,2010-08-19,3,19,231,0,25.0
20847,2010-08-20,4,20,232,0,25.0
20937,2010-08-21,5,21,233,0,29.0
21027,2010-08-22,6,22,234,0,32.0
21117,2010-08-23,0,23,235,0,23.0
21207,2010-08-24,1,24,236,0,25.0
21297,2010-08-25,2,25,237,0,23.0
21387,2010-08-26,3,26,238,0,26.0
21477,2010-08-27,4,27,239,0,25.0
21567,2010-08-28,5,28,240,0,25.0
21657,2010-08-29,6,29,241,0,31.0
21747,2010-08-30,0,30,242,0,24.0
21837,2010-08-31,1,31,243,0,23.0
21927,2010-09-01,2,1,244,0,24.0
22017,2010-09-02,3,2,245,0,23.0
22107,2010-09-03,4,3,246,0,24.0
22197,2010-09-04,5,4,247,0,28.0
22287,2010-09-05,6,5,248,0,30.0
22377,2010-09-06,0,6,249,0,23.0
22467,2010-09-07,1,7,250,0,24.0
22557,2010-09-08,2,8,251,0,25.0
22647,2010-09-09,3,9,252,0,25.0
22737,2010-09-10,4,10,253,0,26.0
22827,2010-09-11,5,11,254,0,29.0
22917,2010-09-12,6,12,255,0,34.0
23007,2010-09-13,0,13,256,0,24.0
23097,2010-09-14,1,14,257,0,25.0
23187,2010-09-15,2,15,258,0,27.0
23277,2010-09-16,3,16,259,0,25.0
23367,2010-09-17,4,17,260,0,26.0
23457,2010-09-18,5,18,261,0,26.0
23547,2010-09-19,6,19,262,0,30.0
23637,2010-09-20,0,20,263,0,24.0
23727,2010-09-21,1,21,264,0,24.0
23817,2010-09-22,2,22,265,0,23.0
23907,2010-09-23,3,23,266,0,25.0
23997,2010-09-24,4,24,267,0,24.0
24087,2010-09-25,5,25,268,0,26.0
24177,2010-09-26,6,26,269,0,27.0
24267,2010-09-27,0,27,270,0,23.0
24357,2010-09-28,1,28,271,0,24.0
24447,2010-09-29,2,29,272,0,24.0
24537,2010-09-30,3,30,273,0,22.0
24627,2010-10-01,4,1,274,0,25.0
24717,2010-10-02,5,2,275,0,25.0
24807,2010-10-03,6,3,276,0,24.0
24897,2010-10-04,0,4,277,0,24.0
24987,2010-10-05,1,5,278,0,23.0
25077,2010-10-06,2,6,279,0,23.0
25167,2010-10-07,3,7,280,0,22.0
25257,2010-10-08,4,8,281,0,25.0
25347,2010-10-09,5,9,282,0,27.0
25437,2010-10-10,6,10,283,0,30.0
25527,2010-10-11,0,11,284,0,25.0
25617,2010-10-12,1,12,285,0,25.0
25707,2010-10-13,2,13,286,0,24.0
25797,2010-10-14,3,14,287,0,27.0
25887,2010-10-15,4,15,288,0,32.0
25977,2010-10-16,5,16,289,0,29.0
26067,2010-10-17,6,17,290,0,37.0
26157,2010-10-18,0,18,291,0,23.0
26247,2010-10-19,1,19,292,0,24.0
26337,2010-10-20,2,20,293,1,23.0
26427,2010-10-21,3,21,294,0,26.0
26517,2010-10-22,4,22,295,0,28.0
26607,2010-10-23,5,23,296,0,28.0
26697,2010-10-24,6,24,297,0,31.0
26787,2010-10-25,0,25,298,0,27.0
26877,2010-10-26,1,26,299,0,26.0
26967,2010-10-27,2,27,300,0,24.0
