id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
37,2010-01-01,4,1,1,1,1281.0
127,2010-01-02,5,2,2,0,1072.0
217,2010-01-03,6,3,3,0,1318.0
307,2010-01-04,0,4,4,0,1009.0
397,2010-01-05,1,5,5,0,1036.0
487,2010-01-06,2,6,6,1,1053.0
577,2010-01-07,3,7,7,0,916.0
667,2010-01-08,4,8,8,0,997.0
757,2010-01-09,5,9,9,0,987.0
847,2010-01-10,6,10,10,0,1129.0
937,2010-01-11,0,11,11,0,852.0
1027,2010-01-12,1,12,12,0,878.0
1117,2010-01-13,2,13,13,0,838.0
1207,2010-01-14,3,14,14,0,854.0
1297,2010-01-15,4,15,15,0,871.0
1387,2010-01-16,5,16,16,0,965.0
1477,2010-01-17,6,17,17,0,1067.0
1567,2010-01-18,0,18,18,0,869.0
1657,2010-01-19,1,19,19,0,906.0
1747,2010-01-20,2,20,20,0,868.0
1837,2010-01-21,3,21,21,0,867.0
1927,2010-01-22,4,22,22,0,906.0
2017,2010-01-23,5,23,23,0,908.0
2107,2010-01-24,6,24,24,0,1069.0
2197,2010-01-25,0,25,25,0,860.0
2287,2010-01-26,1,26,26,0,844.0
2377,2010-01-27,2,27,27,0,918.0
2467,2010-01-28,3,28,28,0,916.0
2557,2010-01-29,4,29,29,0,825.0
2647,2010-01-30,5,30,30,0,828.0
2737,2010-01-31,6,31,31,0,1065.0
2827,2010-02-01,0,1,32,0,834.0
2917,2010-02-02,1,2,33,0,786.0
3007,2010-02-03,2,3,34,0,788.0
3097,2010-02-04,3,4,35,0,903.0
3187,2010-02-05,4,5,36,0,882.0
3277,2010-02-06,5,6,37,0,901.0
3367,2010-02-07,6,7,38,0,1056.0
3457,2010-02-08,0,8,39,0,790.0
3547,2010-02-09,1,9,40,0,741.0
3637,2010-02-10,2,10,41,0,724.0
3727,2010-02-11,3,11,42,0,848.0
3817,2010-02-12,4,12,43,0,899.0
3907,2010-02-13,5,13,44,0,971.0
3997,2010-02-14,6,14,45,0,973.0
4087,2010-02-15,0,15,46,0,809.0
4177,2010-02-16,1,16,47,0,799.0
4267,2010-02-17,2,17,48,0,809.0
4357,2010-02-18,3,18,49,0,887.0
4447,2010-02-19,4,19,50,0,986.0
4537,2010-02-20,5,20,51,0,922.0
4627,2010-02-21,6,21,52,0,1023.0
4717,2010-02-22,0,22,53,0,826.0
4807,2010-02-23,1,23,54,0,803.0
4897,2010-02-24,2,24,55,0,821.0
4987,2010-02-25,3,25,56,0,808.0
5077,2010-02-26,4,26,57,0,848.0
5167,2010-02-27,5,27,58,0,1003.0
5257,2010-02-28,6,28,59,0,1049.0
5347,2010-03-01,0,1,60,0,825.0
5437,2010-03-02,1,2,61,0,825.0
5527,2010-03-03,2,3,62,0,876.0
5617,2010-03-04,3,4,63,0,905.0
5707,2010-03-05,4,5,64,0,920.0
5797,2010-03-06,5,6,65,0,948.0
5887,2010-03-07,6,7,66,0,1093.0
5977,2010-03-08,0,8,67,0,830.0
6067,2010-03-09,1,9,68,0,783.0
6157,2010-03-10,2,10,69,0,793.0
6247,2010-03-11,3,11,70,0,843.0
6337,2010-03-12,4,12,71,0,928.0
6427,2010-03-13,5,13,72,0,987.0
6517,2010-03-14,6,14,73,0,1025.0
6607,2010-03-15,0,15,74,0,859.0
6697,2010-03-16,1,16,75,0,751.0
6787,2010-03-17,2,17,76,0,861.0
6877,2010-03-18,3,18,77,0,827.0
6967,2010-03-19,4,19,78,0,863.0
7057,2010-03-20,5,20,79,0,938.0
7147,2010-03-21,6,21,80,0,1018.0
7237,2010-03-22,0,22,81,0,811.0
7327,2010-03-23,1,23,82,0,903.0
7417,2010-03-24,2,24,83,0,805.0
7507,2010-03-25,3,25,84,0,883.0
7597,2010-03-26,4,26,85,0,882.0
7687,2010-03-27,5,27,86,0,910.0
7777,2010-03-28,6,28,87,0,995.0
7867,2010-03-29,0,29,88,0,850.0
7957,2010-03-30,1,30,89,0,820.0
8047,2010-03-31,2,31,90,0,781.0
8137,2010-04-01,3,1,91,0,826.0
8227,2010-04-02,4,2,92,0,880.0
8317,2010-04-03,5,3,93,0,979.0
8407,2010-04-04,6,4,94,1,967.0
8497,2010-04-05,0,5,95,1,846.0
8587,2010-04-06,1,6,96,0,903.0
8677,2010-04-07,2,7,97,0,811.0
8767,2010-04-08,3,8,98,0,967.0
8857,2010-04-09,4,9,99,0,1008.0
8947,2010-04-10,5,10,100,0,1033.0
9037,2010-04-11,6,11,101,0,1174.0
9127,2010-04-12,0,12,102,0,798.0
9217,2010-04-13,1,13,103,0,819.0
9307,2010-04-14,2,14,104,0,860.0
9397,2010-04-15,3,15,105,0,828.0
9487,2010-04-16,4,16,106,0,881.0
9577,2010-04-17,5,17,107,0,876.0
9667,2010-04-18,6,18,108,0,1106.0
