id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
74,2010-01-01,4,1,1,1,2376.0
164,2010-01-02,5,2,2,0,2050.0
254,2010-01-03,6,3,3,0,2299.0
344,2010-01-04,0,4,4,0,1816.0
434,2010-01-05,1,5,5,0,1567.0
524,2010-01-06,2,6,6,0,1718.0
614,2010-01-07,3,7,7,0,1666.0
704,2010-01-08,4,8,8,0,1589.0
794,2010-01-09,5,9,9,0,1705.0
884,2010-01-10,6,10,10,0,1713.0
974,2010-01-11,0,11,11,0,1543.0
1064,2010-01-12,1,12,12,0,1419.0
1154,2010-01-13,2,13,13,0,1485.0
1244,2010-01-14,3,14,14,0,1594.0
1334,2010-01-15,4,15,15,0,1554.0
1424,2010-01-16,5,16,16,0,1623.0
1514,2010-01-17,6,17,17,0,1838.0
1604,2010-01-18,0,18,18,0,1480.0
1694,2010-01-19,1,19,19,0,1506.0
1784,2010-01-20,2,20,20,0,1560.0
1874,2010-01-21,3,21,21,0,1542.0
1964,2010-01-22,4,22,22,0,1647.0
2054,2010-01-23,5,23,23,0,1563.0
2144,2010-01-24,6,24,24,0,1906.0
2234,2010-01-25,0,25,25,0,1522.0
2324,2010-01-26,1,26,26,0,1642.0
2414,2010-01-27,2,27,27,0,1536.0
2504,2010-01-28,3,28,28,0,1710.0
2594,2010-01-29,4,29,29,0,1593.0
2684,2010-01-30,5,30,30,0,1861.0
2774,2010-01-31,6,31,31,0,2140.0
2864,2010-02-01,0,1,32,0,1587.0
2954,2010-02-02,1,2,33,0,1605.0
3044,2010-02-03,2,3,34,0,1476.0
3134,2010-02-04,3,4,35,0,1547.0
3224,2010-02-05,4,5,36,0,1640.0
3314,2010-02-06,5,6,37,0,1870.0
3404,2010-02-07,6,7,38,0,1837.0
3494,2010-02-08,0,8,39,0,1810.0
3584,2010-02-09,1,9,40,0,1603.0
3674,2010-02-10,2,10,41,0,1476.0
3764,2010-02-11,3,11,42,0,1539.0
3854,2010-02-12,4,12,43,0,1689.0
3944,2010-02-13,5,13,44,0,1884.0
