id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
80,2010-01-01,4,1,1,1,301.0
170,2010-01-02,5,2,2,0,268.0
260,2010-01-03,6,3,3,0,289.0
350,2010-01-04,0,4,4,0,256.0
440,2010-01-05,1,5,5,0,226.0
530,2010-01-06,2,6,6,0,230.0
620,2010-01-07,3,7,7,0,217.0
710,2010-01-08,4,8,8,0,217.0
800,2010-01-09,5,9,9,0,233.0
890,2010-01-10,6,10,10,0,246.0
980,2010-01-11,0,11,11,0,194.0
1070,2010-01-12,1,12,12,0,185.0
1160,2010-01-13,2,13,13,0,194.0
1250,2010-01-14,3,14,14,0,189.0
1340,2010-01-15,4,15,15,0,216.0
1430,2010-01-16,5,16,16,0,217.0
1520,2010-01-17,6,17,17,0,231.0
1610,2010-01-18,0,18,18,0,207.0
1700,2010-01-19,1,19,19,0,188.0
1790,2010-01-20,2,20,20,0,215.0
1880,2010-01-21,3,21,21,0,186.0
1970,2010-01-22,4,22,22,0,202.0
2060,2010-01-23,5,23,23,0,202.0
2150,2010-01-24,6,24,24,0,234.0
2240,2010-01-25,0,25,25,0,189.0
2330,2010-01-26,1,26,26,0,192.0
2420,2010-01-27,2,27,27,0,170.0
2510,2010-01-28,3,28,28,0,200.0
2600,2010-01-29,4,29,29,0,212.0
2690,2010-01-30,5,30,30,0,204.0
2780,2010-01-31,6,31,31,0,246.0
2870,2010-02-01,0,1,32,0,190.0
2960,2010-02-02,1,2,33,0,200.0
3050,2010-02-03,2,3,34,0,201.0
3140,2010-02-04,3,4,35,0,180.0
3230,2010-02-05,4,5,36,0,214.0
3320,2010-02-06,5,6,37,0,210.0
3410,2010-02-07,6,7,38,0,257.0
3500,2010-02-08,0,8,39,0,188.0
3590,2010-02-09,1,9,40,0,179.0
3680,2010-02-10,2,10,41,0,182.0
3770,2010-02-11,3,11,42,0,196.0
3860,2010-02-12,4,12,43,0,200.0
3950,2010-02-13,5,13,44,0,201.0
4040,2010-02-14,6,14,45,1,232.0
4130,2010-02-15,0,15,46,1,194.0
4220,2010-02-16,1,16,47,1,186.0
4310,2010-02-17,2,17,48,0,196.0
4400,2010-02-18,3,18,49,0,220.0
4490,2010-02-19,4,19,50,0,258.0
4580,2010-02-20,5,20,51,0,271.0
4670,2010-02-21,6,21,52,0,252.0
4760,2010-02-22,0,22,53,0,196.0
4850,2010-02-23,1,23,54,0,185.0
4940,2010-02-24,2,24,55,0,202.0
5030,2010-02-25,3,25,56,0,199.0
5120,2010-02-26,4,26,57,0,193.0
5210,2010-02-27,5,27,58,0,194.0
5300,2010-02-28,6,28,59,0,224.0
5390,2010-03-01,0,1,60,0,185.0
5480,2010-03-02,1,2,61,0,195.0
5570,2010-03-03,2,3,62,0,198.0
5660,2010-03-04,3,4,63,0,179.0
5750,2010-03-05,4,5,64,0,213.0
5840,2010-03-06,5,6,65,0,202.0
5930,2010-03-07,6,7,66,0,241.0
6020,2010-03-08,0,8,67,0,188.0
6110,2010-03-09,1,9,68,0,185.0
6200,2010-03-10,2,10,69,0,188.0
6290,2010-03-11,3,11,70,0,193.0
6380,2010-03-12,4,12,71,0,205.0
6470,2010-03-13,5,13,72,0,193.0
6560,2010-03-14,6,14,73,0,233.0
6650,2010-03-15,0,15,74,0,182.0
6740,2010-03-16,1,16,75,0,164.0
6830,2010-03-17,2,17,76,0,191.0
6920,2010-03-18,3,18,77,0,167.0
7010,2010-03-19,4,19,78,0,204.0
7100,2010-03-20,5,20,79,0,205.0
7190,2010-03-21,6,21,80,0,232.0
7280,2010-03-22,0,22,81,0,183.0
7370,2010-03-23,1,23,82,0,190.0
7460,2010-03-24,2,24,83,0,178.0
7550,2010-03-25,3,25,84,0,182.0
7640,2010-03-26,4,26,85,0,195.0
7730,2010-03-27,5,27,86,0,213.0
7820,2010-03-28,6,28,87,0,238.0
7910,2010-03-29,0,29,88,0,175.0
8000,2010-03-30,1,30,89,0,176.0
8090,2010-03-31,2,31,90,0,188.0
8180,2010-04-01,3,1,91,0,170.0
8270,2010-04-02,4,2,92,1,182.0
8360,2010-04-03,5,3,93,0,195.0
8450,2010-04-04,6,4,94,0,214.0
8540,2010-04-05,0,5,95,0,183.0
8630,2010-04-06,1,6,96,0,185.0
8720,2010-04-07,2,7,97,0,170.0
8810,2010-04-08,3,8,98,0,178.0
8900,2010-04-09,4,9,99,0,190.0
8990,2010-04-10,5,10,100,0,206.0
