id,date,country,store,product,num_sold
32,2010-01-01,Italy,Discount Stickers,Kaggle Tiers,627.0
122,2010-01-02,Italy,Discount Stickers,Kaggle Tiers,569.0
212,2010-01-03,Italy,Discount Stickers,Kaggle Tiers,593.0
302,2010-01-04,Italy,Discount Stickers,Kaggle Tiers,512.0
392,2010-01-05,Italy,Discount Stickers,Kaggle Tiers,446.0
482,2010-01-06,Italy,Discount Stickers,Kaggle Tiers,511.0
572,2010-01-07,Italy,Discount Stickers,Kaggle Tiers,446.0
662,2010-01-08,Italy,Discount Stickers,Kaggle Tiers,475.0
752,2010-01-09,Italy,Discount Stickers,Kaggle Tiers,460.0
842,2010-01-10,Italy,Discount Stickers,Kaggle Tiers,527.0
932,2010-01-11,Italy,Discount Stickers,Kaggle Tiers,436.0
1022,2010-01-12,Italy,Discount Stickers,Kaggle Tiers,422.0
1112,2010-01-13,Italy,Discount Stickers,Kaggle Tiers,440.0
1202,2010-01-14,Italy,Discount Stickers,Kaggle Tiers,464.0
1292,2010-01-15,Italy,Discount Stickers,Kaggle Tiers,425.0
1382,2010-01-16,Italy,Discount Stickers,Kaggle Tiers,430.0
1472,2010-01-17,Italy,Discount Stickers,Kaggle Tiers,485.0
1562,2010-01-18,Italy,Discount Stickers,Kaggle Tiers,430.0
1652,2010-01-19,Italy,Discount Stickers,Kaggle Tiers,403.0
1742,2010-01-20,Italy,Discount Stickers,Kaggle Tiers,421.0
1832,2010-01-21,Italy,Discount Stickers,Kaggle Tiers,408.0
1922,2010-01-22,Italy,Discount Stickers,Kaggle Tiers,432.0
2012,2010-01-23,Italy,Discount Stickers,Kaggle Tiers,427.0
2102,2010-01-24,Italy,Discount Stickers,Kaggle Tiers,531.0
2192,2010-01-25,Italy,Discount Stickers,Kaggle Tiers,426.0
2282,2010-01-26,Italy,Discount Stickers,Kaggle Tiers,388.0
2372,2010-01-27,Italy,Discount Stickers,Kaggle Tiers,440.0
2462,2010-01-28,Italy,Discount Stickers,Kaggle Tiers,417.0
2552,2010-01-29,Italy,Discount Stickers,Kaggle Tiers,429.0
2642,2010-01-30,Italy,Discount Stickers,Kaggle Tiers,483.0
2732,2010-01-31,Italy,Discount Stickers,Kaggle Tiers,547.0
2822,2010-02-01,Italy,Discount Stickers,Kaggle Tiers,436.0
2912,2010-02-02,Italy,Discount Stickers,Kaggle Tiers,378.0
3002,2010-02-03,Italy,Discount Stickers,Kaggle Tiers,374.0
3092,2010-02-04,Italy,Discount Stickers,Kaggle Tiers,418.0
3182,2010-02-05,Italy,Discount Stickers,Kaggle Tiers,467.0
3272,2010-02-06,Italy,Discount Stickers,Kaggle Tiers,439.0
3362,2010-02-07,Italy,Discount Stickers,Kaggle Tiers,486.0
3452,2010-02-08,Italy,Discount Stickers,Kaggle Tiers,402.0
3542,2010-02-09,Italy,Discount Stickers,Kaggle Tiers,395.0
3632,2010-02-10,Italy,Discount Stickers,Kaggle Tiers,415.0
3722,2010-02-11,Italy,Discount Stickers,Kaggle Tiers,429.0
3812,2010-02-12,Italy,Discount Stickers,Kaggle Tiers,438.0
3902,2010-02-13,Italy,Discount Stickers,Kaggle Tiers,466.0
3992,2010-02-14,Italy,Discount Stickers,Kaggle Tiers,495.0
4082,2010-02-15,Italy,Discount Stickers,Kaggle Tiers,386.0
4172,2010-02-16,Italy,Discount Stickers,Kaggle Tiers,396.0
4262,2010-02-17,Italy,Discount Stickers,Kaggle Tiers,387.0
4352,2010-02-18,Italy,Discount Stickers,Kaggle Tiers,434.0
4442,2010-02-19,Italy,Discount Stickers,Kaggle Tiers,491.0
4532,2010-02-20,Italy,Discount Stickers,Kaggle Tiers,468.0
4622,2010-02-21,Italy,Discount Stickers,Kaggle Tiers,535.0
4712,2010-02-22,Italy,Discount Stickers,Kaggle Tiers,398.0
4802,2010-02-23,Italy,Discount Stickers,Kaggle Tiers,420.0
4892,2010-02-24,Italy,Discount Stickers,Kaggle Tiers,431.0
4982,2010-02-25,Italy,Discount Stickers,Kaggle Tiers,384.0
5072,2010-02-26,Italy,Discount Stickers,Kaggle Tiers,428.0
5162,2010-02-27,Italy,Discount Stickers,Kaggle Tiers,440.0
5252,2010-02-28,Italy,Discount Stickers,Kaggle Tiers,515.0
5342,2010-03-01,Italy,Discount Stickers,Kaggle Tiers,425.0
5432,2010-03-02,Italy,Discount Stickers,Kaggle Tiers,425.0
5522,2010-03-03,Italy,Discount Stickers,Kaggle Tiers,399.0
5612,2010-03-04,Italy,Discount Stickers,Kaggle Tiers,387.0
5702,2010-03-05,Italy,Discount Stickers,Kaggle Tiers,413.0
5792,2010-03-06,Italy,Discount Stickers,Kaggle Tiers,433.0
5882,2010-03-07,Italy,Discount Stickers,Kaggle Tiers,481.0
5972,2010-03-08,Italy,Discount Stickers,Kaggle Tiers,402.0
6062,2010-03-09,Italy,Discount Stickers,Kaggle Tiers,436.0
6152,2010-03-10,Italy,Discount Stickers,Kaggle Tiers,416.0
6242,2010-03-11,Italy,Discount Stickers,Kaggle Tiers,452.0
6332,2010-03-12,Italy,Discount Stickers,Kaggle Tiers,427.0
6422,2010-03-13,Italy,Discount Stickers,Kaggle Tiers,464.0
6512,2010-03-14,Italy,Discount Stickers,Kaggle Tiers,551.0
6602,2010-03-15,Italy,Discount Stickers,Kaggle Tiers,425.0
6692,2010-03-16,Italy,Discount Stickers,Kaggle Tiers,399.0
6782,2010-03-17,Italy,Discount Stickers,Kaggle Tiers,413.0
6872,2010-03-18,Italy,Discount Stickers,Kaggle Tiers,408.0
6962,2010-03-19,Italy,Discount Stickers,Kaggle Tiers,397.0
7052,2010-03-20,Italy,Discount Stickers,Kaggle Tiers,471.0
7142,2010-03-21,Italy,Discount Stickers,Kaggle Tiers,507.0
