id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
21,2010-01-01,4,1,1,1,1948.0
111,2010-01-02,5,2,2,0,1867.0
201,2010-01-03,6,3,3,0,1956.0
291,2010-01-04,0,4,4,0,1446.0
381,2010-01-05,1,5,5,0,1533.0
471,2010-01-06,2,6,6,1,1407.0
561,2010-01-07,3,7,7,0,1316.0
651,2010-01-08,4,8,8,0,1301.0
741,2010-01-09,5,9,9,0,1537.0
831,2010-01-10,6,10,10,0,1741.0
921,2010-01-11,0,11,11,0,1210.0
1011,2010-01-12,1,12,12,0,1269.0
1101,2010-01-13,2,13,13,0,1239.0
1191,2010-01-14,3,14,14,0,1252.0
1281,2010-01-15,4,15,15,0,1175.0
1371,2010-01-16,5,16,16,0,1379.0
1461,2010-01-17,6,17,17,0,1572.0
1551,2010-01-18,0,18,18,0,1234.0
1641,2010-01-19,1,19,19,0,1211.0
1731,2010-01-20,2,20,20,0,1167.0
1821,2010-01-21,3,21,21,0,1118.0
1911,2010-01-22,4,22,22,0,1330.0
2001,2010-01-23,5,23,23,0,1389.0
2091,2010-01-24,6,24,24,0,1479.0
2181,2010-01-25,0,25,25,0,1204.0
2271,2010-01-26,1,26,26,0,1330.0
2361,2010-01-27,2,27,27,0,1261.0
2451,2010-01-28,3,28,28,0,1192.0
2541,2010-01-29,4,29,29,0,1331.0
2631,2010-01-30,5,30,30,0,1268.0
2721,2010-01-31,6,31,31,0,1587.0
2811,2010-02-01,0,1,32,0,1137.0
2901,2010-02-02,1,2,33,0,1280.0
2991,2010-02-03,2,3,34,0,1251.0
3081,2010-02-04,3,4,35,0,1289.0
3171,2010-02-05,4,5,36,0,1175.0
3261,2010-02-06,5,6,37,0,1305.0
3351,2010-02-07,6,7,38,0,1574.0
3441,2010-02-08,0,8,39,0,1047.0
3531,2010-02-09,1,9,40,0,1150.0
3621,2010-02-10,2,10,41,0,1276.0
3711,2010-02-11,3,11,42,0,1212.0
3801,2010-02-12,4,12,43,0,1246.0
3891,2010-02-13,5,13,44,0,1334.0
3981,2010-02-14,6,14,45,0,1579.0
4071,2010-02-15,0,15,46,0,1084.0
4161,2010-02-16,1,16,47,0,1199.0
4251,2010-02-17,2,17,48,0,1225.0
4341,2010-02-18,3,18,49,0,1221.0
4431,2010-02-19,4,19,50,0,1212.0
4521,2010-02-20,5,20,51,0,1273.0
4611,2010-02-21,6,21,52,0,1401.0
4701,2010-02-22,0,22,53,0,1189.0
4791,2010-02-23,1,23,54,0,1269.0
4881,2010-02-24,2,24,55,0,1129.0
4971,2010-02-25,3,25,56,0,1220.0
5061,2010-02-26,4,26,57,0,1255.0
5151,2010-02-27,5,27,58,0,1359.0
5241,2010-02-28,6,28,59,0,1454.0
5331,2010-03-01,0,1,60,0,1195.0
5421,2010-03-02,1,2,61,0,1272.0
5511,2010-03-03,2,3,62,0,1295.0
5601,2010-03-04,3,4,63,0,1248.0
5691,2010-03-05,4,5,64,0,1198.0
5781,2010-03-06,5,6,65,0,1346.0
5871,2010-03-07,6,7,66,0,1501.0
5961,2010-03-08,0,8,67,0,1117.0
6051,2010-03-09,1,9,68,0,1110.0
6141,2010-03-10,2,10,69,0,1258.0
6231,2010-03-11,3,11,70,0,1133.0
6321,2010-03-12,4,12,71,0,1325.0
6411,2010-03-13,5,13,72,0,1332.0
6501,2010-03-14,6,14,73,0,1503.0
6591,2010-03-15,0,15,74,0,1284.0
6681,2010-03-16,1,16,75,0,1216.0
6771,2010-03-17,2,17,76,0,1168.0
6861,2010-03-18,3,18,77,0,1199.0
6951,2010-03-19,4,19,78,0,1204.0
7041,2010-03-20,5,20,79,0,1298.0
7131,2010-03-21,6,21,80,0,1391.0
7221,2010-03-22,0,22,81,0,1208.0
7311,2010-03-23,1,23,82,0,1134.0
7401,2010-03-24,2,24,83,0,1260.0
7491,2010-03-25,3,25,84,0,1360.0
7581,2010-03-26,4,26,85,0,1244.0
7671,2010-03-27,5,27,86,0,1283.0
7761,2010-03-28,6,28,87,0,1346.0
7851,2010-03-29,0,29,88,0,1234.0
7941,2010-03-30,1,30,89,0,1242.0
8031,2010-03-31,2,31,90,0,1206.0
8121,2010-04-01,3,1,91,0,1255.0
8211,2010-04-02,4,2,92,1,1182.0
8301,2010-04-03,5,3,93,0,1415.0
8391,2010-04-04,6,4,94,1,1510.0
8481,2010-04-05,0,5,95,1,1215.0
8571,2010-04-06,1,6,96,0,1387.0
8661,2010-04-07,2,7,97,0,1499.0
8751,2010-04-08,3,8,98,0,1433.0
8841,2010-04-09,4,9,99,0,1600.0
8931,2010-04-10,5,10,100,0,1658.0
9021,2010-04-11,6,11,101,0,1647.0
9111,2010-04-12,0,12,102,0,1374.0
9201,2010-04-13,1,13,103,0,1191.0
9291,2010-04-14,2,14,104,0,1197.0
9381,2010-04-15,3,15,105,0,1153.0
9471,2010-04-16,4,16,106,0,1229.0
9561,2010-04-17,5,17,107,0,1438.0
9651,2010-04-18,6,18,108,0,1497.0
9741,2010-04-19,0,19,109,0,1245.0
9831,2010-04-20,1,20,110,0,1275.0
9921,2010-04-21,2,21,111,0,1197.0
10011,2010-04-22,3,22,112,0,1233.0
10101,2010-04-23,4,23,113,0,1193.0
10191,2010-04-24,5,24,114,0,1429.0
10281,2010-04-25,6,25,115,0,1424.0
10371,2010-04-26,0,26,116,0,1269.0
10461,2010-04-27,1,27,117,0,1220.0
10551,2010-04-28,2,28,118,0,1191.0
10641,2010-04-29,3,29,119,0,1075.0
10731,2010-04-30,4,30,120,0,1296.0
10821,2010-05-01,5,1,121,1,1303.0
10911,2010-05-02,6,2,122,0,1479.0
11001,2010-05-03,0,3,123,0,1255.0
11091,2010-05-04,1,4,124,0,1291.0
11181,2010-05-05,2,5,125,0,1226.0
11271,2010-05-06,3,6,126,0,1327.0
11361,2010-05-07,4,7,127,0,1299.0
11451,2010-05-08,5,8,128,0,1335.0
11541,2010-05-09,6,9,129,0,1557.0
11631,2010-05-10,0,10,130,0,1219.0
11721,2010-05-11,1,11,131,0,1242.0
11811,2010-05-12,2,12,132,0,1186.0
11901,2010-05-13,3,13,133,1,1261.0
11991,2010-05-14,4,14,134,0,1284.0
