id,date,country,store,product,num_sold
42,2010-01-01,Italy,Premium Sticker Mart,Kaggle Tiers,1434.0
132,2010-01-02,Italy,Premium Sticker Mart,Kaggle Tiers,1419.0
222,2010-01-03,Italy,Premium Sticker Mart,Kaggle Tiers,1635.0
312,2010-01-04,Italy,Premium Sticker Mart,Kaggle Tiers,1226.0
402,2010-01-05,Italy,Premium Sticker Mart,Kaggle Tiers,1150.0
492,2010-01-06,Italy,Premium Sticker Mart,Kaggle Tiers,1135.0
582,2010-01-07,Italy,Premium Sticker Mart,Kaggle Tiers,1060.0
672,2010-01-08,Italy,Premium Sticker Mart,Kaggle Tiers,1134.0
762,2010-01-09,Italy,Premium Sticker Mart,Kaggle Tiers,1380.0
852,2010-01-10,Italy,Premium Sticker Mart,Kaggle Tiers,1314.0
942,2010-01-11,Italy,Premium Sticker Mart,Kaggle Tiers,1017.0
1032,2010-01-12,Italy,Premium Sticker Mart,Kaggle Tiers,977.0
1122,2010-01-13,Italy,Premium Sticker Mart,Kaggle Tiers,1194.0
1212,2010-01-14,Italy,Premium Sticker Mart,Kaggle Tiers,1047.0
1302,2010-01-15,Italy,Premium Sticker Mart,Kaggle Tiers,1013.0
1392,2010-01-16,Italy,Premium Sticker Mart,Kaggle Tiers,1181.0
1482,2010-01-17,Italy,Premium Sticker Mart,Kaggle Tiers,1166.0
1572,2010-01-18,Italy,Premium Sticker Mart,Kaggle Tiers,903.0
1662,2010-01-19,Italy,Premium Sticker Mart,Kaggle Tiers,1002.0
1752,2010-01-20,Italy,Premium Sticker Mart,Kaggle Tiers,1012.0
1842,2010-01-21,Italy,Premium Sticker Mart,Kaggle Tiers,1020.0
1932,2010-01-22,Italy,Premium Sticker Mart,Kaggle Tiers,1025.0
2022,2010-01-23,Italy,Premium Sticker Mart,Kaggle Tiers,1112.0
2112,2010-01-24,Italy,Premium Sticker Mart,Kaggle Tiers,1071.0
2202,2010-01-25,Italy,Premium Sticker Mart,Kaggle Tiers,1022.0
2292,2010-01-26,Italy,Premium Sticker Mart,Kaggle Tiers,928.0
2382,2010-01-27,Italy,Premium Sticker Mart,Kaggle Tiers,993.0
2472,2010-01-28,Italy,Premium Sticker Mart,Kaggle Tiers,942.0
2562,2010-01-29,Italy,Premium Sticker Mart,Kaggle Tiers,942.0
2652,2010-01-30,Italy,Premium Sticker Mart,Kaggle Tiers,1212.0
2742,2010-01-31,Italy,Premium Sticker Mart,Kaggle Tiers,1240.0
2832,2010-02-01,Italy,Premium Sticker Mart,Kaggle Tiers,952.0
2922,2010-02-02,Italy,Premium Sticker Mart,Kaggle Tiers,980.0
3012,2010-02-03,Italy,Premium Sticker Mart,Kaggle Tiers,1004.0
3102,2010-02-04,Italy,Premium Sticker Mart,Kaggle Tiers,973.0
3192,2010-02-05,Italy,Premium Sticker Mart,Kaggle Tiers,1037.0
3282,2010-02-06,Italy,Premium Sticker Mart,Kaggle Tiers,1043.0
3372,2010-02-07,Italy,Premium Sticker Mart,Kaggle Tiers,1247.0
3462,2010-02-08,Italy,Premium Sticker Mart,Kaggle Tiers,967.0
3552,2010-02-09,Italy,Premium Sticker Mart,Kaggle Tiers,1027.0
3642,2010-02-10,Italy,Premium Sticker Mart,Kaggle Tiers,980.0
3732,2010-02-11,Italy,Premium Sticker Mart,Kaggle Tiers,999.0
3822,2010-02-12,Italy,Premium Sticker Mart,Kaggle Tiers,1115.0
3912,2010-02-13,Italy,Premium Sticker Mart,Kaggle Tiers,1099.0
4002,2010-02-14,Italy,Premium Sticker Mart,Kaggle Tiers,1208.0
4092,2010-02-15,Italy,Premium Sticker Mart,Kaggle Tiers,891.0
4182,2010-02-16,Italy,Premium Sticker Mart,Kaggle Tiers,961.0
4272,2010-02-17,Italy,Premium Sticker Mart,Kaggle Tiers,973.0
4362,2010-02-18,Italy,Premium Sticker Mart,Kaggle Tiers,1002.0
4452,2010-02-19,Italy,Premium Sticker Mart,Kaggle Tiers,1031.0
4542,2010-02-20,Italy,Premium Sticker Mart,Kaggle Tiers,1062.0
4632,2010-02-21,Italy,Premium Sticker Mart,Kaggle Tiers,1195.0
4722,2010-02-22,Italy,Premium Sticker Mart,Kaggle Tiers,1012.0
4812,2010-02-23,Italy,Premium Sticker Mart,Kaggle Tiers,988.0
4902,2010-02-24,Italy,Premium Sticker Mart,Kaggle Tiers,925.0
4992,2010-02-25,Italy,Premium Sticker Mart,Kaggle Tiers,1022.0
5082,2010-02-26,Italy,Premium Sticker Mart,Kaggle Tiers,1075.0
5172,2010-02-27,Italy,Premium Sticker Mart,Kaggle Tiers,1086.0
5262,2010-02-28,Italy,Premium Sticker Mart,Kaggle Tiers,1197.0
5352,2010-03-01,Italy,Premium Sticker Mart,Kaggle Tiers,899.0
5442,2010-03-02,Italy,Premium Sticker Mart,Kaggle Tiers,1092.0
5532,2010-03-03,Italy,Premium Sticker Mart,Kaggle Tiers,979.0
5622,2010-03-04,Italy,Premium Sticker Mart,Kaggle Tiers,998.0
5712,2010-03-05,Italy,Premium Sticker Mart,Kaggle Tiers,1035.0
5802,2010-03-06,Italy,Premium Sticker Mart,Kaggle Tiers,1197.0
5892,2010-03-07,Italy,Premium Sticker Mart,Kaggle Tiers,1199.0
5982,2010-03-08,Italy,Premium Sticker Mart,Kaggle Tiers,945.0
6072,2010-03-09,Italy,Premium Sticker Mart,Kaggle Tiers,1023.0
6162,2010-03-10,Italy,Premium Sticker Mart,Kaggle Tiers,1001.0
6252,2010-03-11,Italy,Premium Sticker Mart,Kaggle Tiers,914.0
6342,2010-03-12,Italy,Premium Sticker Mart,Kaggle Tiers,1023.0
6432,2010-03-13,Italy,Premium Sticker Mart,Kaggle Tiers,1084.0
6522,2010-03-14,Italy,Premium Sticker Mart,Kaggle Tiers,1251.0
6612,2010-03-15,Italy,Premium Sticker Mart,Kaggle Tiers,1026.0
6702,2010-03-16,Italy,Premium Sticker Mart,Kaggle Tiers,990.0
6792,2010-03-17,Italy,Premium Sticker Mart,Kaggle Tiers,1023.0
6882,2010-03-18,Italy,Premium Sticker Mart,Kaggle Tiers,953.0
6972,2010-03-19,Italy,Premium Sticker Mart,Kaggle Tiers,1065.0
7062,2010-03-20,Italy,Premium Sticker Mart,Kaggle Tiers,1131.0
7152,2010-03-21,Italy,Premium Sticker Mart,Kaggle Tiers,1277.0
7242,2010-03-22,Italy,Premium Sticker Mart,Kaggle Tiers,1106.0
7332,2010-03-23,Italy,Premium Sticker Mart,Kaggle Tiers,999.0
7422,2010-03-24,Italy,Premium Sticker Mart,Kaggle Tiers,962.0
7512,2010-03-25,Italy,Premium Sticker Mart,Kaggle Tiers,963.0
7602,2010-03-26,Italy,Premium Sticker Mart,Kaggle Tiers,1108.0
7692,2010-03-27,Italy,Premium Sticker Mart,Kaggle Tiers,1153.0
7782,2010-03-28,Italy,Premium Sticker Mart,Kaggle Tiers,1105.0
7872,2010-03-29,Italy,Premium Sticker Mart,Kaggle Tiers,1010.0
7962,2010-03-30,Italy,Premium Sticker Mart,Kaggle Tiers,1001.0
8052,2010-03-31,Italy,Premium Sticker Mart,Kaggle Tiers,1006.0
8142,2010-04-01,Italy,Premium Sticker Mart,Kaggle Tiers,953.0
8232,2010-04-02,Italy,Premium Sticker Mart,Kaggle Tiers,987.0
8322,2010-04-03,Italy,Premium Sticker Mart,Kaggle Tiers,1127.0
8412,2010-04-04,Italy,Premium Sticker Mart,Kaggle Tiers,1212.0
8502,2010-04-05,Italy,Premium Sticker Mart,Kaggle Tiers,1029.0
8592,2010-04-06,Italy,Premium Sticker Mart,Kaggle Tiers,1038.0
8682,2010-04-07,Italy,Premium Sticker Mart,Kaggle Tiers,1029.0
8772,2010-04-08,Italy,Premium Sticker Mart,Kaggle Tiers,1073.0
8862,2010-04-09,Italy,Premium Sticker Mart,Kaggle Tiers,1137.0
8952,2010-04-10,Italy,Premium Sticker Mart,Kaggle Tiers,1193.0
9042,2010-04-11,Italy,Premium Sticker Mart,Kaggle Tiers,1370.0
9132,2010-04-12,Italy,Premium Sticker Mart,Kaggle Tiers,987.0
9222,2010-04-13,Italy,Premium Sticker Mart,Kaggle Tiers,1044.0
9312,2010-04-14,Italy,Premium Sticker Mart,Kaggle Tiers,992.0
9402,2010-04-15,Italy,Premium Sticker Mart,Kaggle Tiers,932.0
9492,2010-04-16,Italy,Premium Sticker Mart,Kaggle Tiers,985.0
9582,2010-04-17,Italy,Premium Sticker Mart,Kaggle Tiers,1241.0
9672,2010-04-18,Italy,Premium Sticker Mart,Kaggle Tiers,1142.0
9762,2010-04-19,Italy,Premium Sticker Mart,Kaggle Tiers,924.0
9852,2010-04-20,Italy,Premium Sticker Mart,Kaggle Tiers,964.0
9942,2010-04-21,Italy,Premium Sticker Mart,Kaggle Tiers,1018.0
10032,2010-04-22,Italy,Premium Sticker Mart,Kaggle Tiers,993.0
10122,2010-04-23,Italy,Premium Sticker Mart,Kaggle Tiers,839.0
10212,2010-04-24,Italy,Premium Sticker Mart,Kaggle Tiers,1096.0
10302,2010-04-25,Italy,Premium Sticker Mart,Kaggle Tiers,1249.0
10392,2010-04-26,Italy,Premium Sticker Mart,Kaggle Tiers,999.0
10482,2010-04-27,Italy,Premium Sticker Mart,Kaggle Tiers,1117.0
10572,2010-04-28,Italy,Premium Sticker Mart,Kaggle Tiers,977.0
10662,2010-04-29,Italy,Premium Sticker Mart,Kaggle Tiers,1039.0
10752,2010-04-30,Italy,Premium Sticker Mart,Kaggle Tiers,1076.0
10842,2010-05-01,Italy,Premium Sticker Mart,Kaggle Tiers,1196.0
10932,2010-05-02,Italy,Premium Sticker Mart,Kaggle Tiers,1228.0
11022,2010-05-03,Italy,Premium Sticker Mart,Kaggle Tiers,1007.0
11112,2010-05-04,Italy,Premium Sticker Mart,Kaggle Tiers,1008.0
11202,2010-05-05,Italy,Premium Sticker Mart,Kaggle Tiers,1038.0
11292,2010-05-06,Italy,Premium Sticker Mart,Kaggle Tiers,1050.0
11382,2010-05-07,Italy,Premium Sticker Mart,Kaggle Tiers,1224.0
11472,2010-05-08,Italy,Premium Sticker Mart,Kaggle Tiers,1085.0
11562,2010-05-09,Italy,Premium Sticker Mart,Kaggle Tiers,1242.0
11652,2010-05-10,Italy,Premium Sticker Mart,Kaggle Tiers,1037.0
11742,2010-05-11,Italy,Premium Sticker Mart,Kaggle Tiers,1057.0
11832,2010-05-12,Italy,Premium Sticker Mart,Kaggle Tiers,989.0
11922,2010-05-13,Italy,Premium Sticker Mart,Kaggle Tiers,1056.0
12012,2010-05-14,Italy,Premium Sticker Mart,Kaggle Tiers,1127.0
12102,2010-05-15,Italy,Premium Sticker Mart,Kaggle Tiers,1198.0
12192,2010-05-16,Italy,Premium Sticker Mart,Kaggle Tiers,1179.0
12282,2010-05-17,Italy,Premium Sticker Mart,Kaggle Tiers,901.0
12372,2010-05-18,Italy,Premium Sticker Mart,Kaggle Tiers,1083.0
12462,2010-05-19,Italy,Premium Sticker Mart,Kaggle Tiers,900.0
12552,2010-05-20,Italy,Premium Sticker Mart,Kaggle Tiers,1053.0
12642,2010-05-21,Italy,Premium Sticker Mart,Kaggle Tiers,1095.0
12732,2010-05-22,Italy,Premium Sticker Mart,Kaggle Tiers,1167.0
12822,2010-05-23,Italy,Premium Sticker Mart,Kaggle Tiers,1250.0
12912,2010-05-24,Italy,Premium Sticker Mart,Kaggle Tiers,959.0
13002,2010-05-25,Italy,Premium Sticker Mart,Kaggle Tiers,923.0
13092,2010-05-26,Italy,Premium Sticker Mart,Kaggle Tiers,901.0
13182,2010-05-27,Italy,Premium Sticker Mart,Kaggle Tiers,912.0
13272,2010-05-28,Italy,Premium Sticker Mart,Kaggle Tiers,1061.0
13362,2010-05-29,Italy,Premium Sticker Mart,Kaggle Tiers,1110.0
13452,2010-05-30,Italy,Premium Sticker Mart,Kaggle Tiers,1183.0
13542,2010-05-31,Italy,Premium Sticker Mart,Kaggle Tiers,862.0
13632,2010-06-01,Italy,Premium Sticker Mart,Kaggle Tiers,920.0
13722,2010-06-02,Italy,Premium Sticker Mart,Kaggle Tiers,901.0
13812,2010-06-03,Italy,Premium Sticker Mart,Kaggle Tiers,1016.0
13902,2010-06-04,Italy,Premium Sticker Mart,Kaggle Tiers,1108.0
13992,2010-06-05,Italy,Premium Sticker Mart,Kaggle Tiers,1238.0
14082,2010-06-06,Italy,Premium Sticker Mart,Kaggle Tiers,1312.0
14172,2010-06-07,Italy,Premium Sticker Mart,Kaggle Tiers,1077.0
14262,2010-06-08,Italy,Premium Sticker Mart,Kaggle Tiers,1043.0
14352,2010-06-09,Italy,Premium Sticker Mart,Kaggle Tiers,1053.0
14442,2010-06-10,Italy,Premium Sticker Mart,Kaggle Tiers,984.0
14532,2010-06-11,Italy,Premium Sticker Mart,Kaggle Tiers,979.0
14622,2010-06-12,Italy,Premium Sticker Mart,Kaggle Tiers,1092.0
14712,2010-06-13,Italy,Premium Sticker Mart,Kaggle Tiers,1160.0
14802,2010-06-14,Italy,Premium Sticker Mart,Kaggle Tiers,988.0
14892,2010-06-15,Italy,Premium Sticker Mart,Kaggle Tiers,986.0
14982,2010-06-16,Italy,Premium Sticker Mart,Kaggle Tiers,964.0
15072,2010-06-17,Italy,Premium Sticker Mart,Kaggle Tiers,954.0
15162,2010-06-18,Italy,Premium Sticker Mart,Kaggle Tiers,1002.0
15252,2010-06-19,Italy,Premium Sticker Mart,Kaggle Tiers,1077.0
15342,2010-06-20,Italy,Premium Sticker Mart,Kaggle Tiers,1203.0
