id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
56,2010-01-01,4,1,1,1,41.0
146,2010-01-02,5,2,2,0,42.0
236,2010-01-03,6,3,3,0,48.0
326,2010-01-04,0,4,4,0,37.0
416,2010-01-05,1,5,5,0,34.0
506,2010-01-06,2,6,6,0,32.0
596,2010-01-07,3,7,7,0,29.0
686,2010-01-08,4,8,8,0,32.0
776,2010-01-09,5,9,9,0,34.0
866,2010-01-10,6,10,10,0,37.0
956,2010-01-11,0,11,11,0,30.0
1046,2010-01-12,1,12,12,0,33.0
1136,2010-01-13,2,13,13,0,29.0
1226,2010-01-14,3,14,14,0,31.0
1316,2010-01-15,4,15,15,0,29.0
1406,2010-01-16,5,16,16,0,34.0
1496,2010-01-17,6,17,17,0,34.0
1586,2010-01-18,0,18,18,0,30.0
1676,2010-01-19,1,19,19,0,29.0
1766,2010-01-20,2,20,20,0,26.0
1856,2010-01-21,3,21,21,0,27.0
1946,2010-01-22,4,22,22,0,31.0
2036,2010-01-23,5,23,23,0,34.0
2126,2010-01-24,6,24,24,0,37.0
2216,2010-01-25,0,25,25,0,29.0
2306,2010-01-26,1,26,26,0,29.0
2396,2010-01-27,2,27,27,0,27.0
2486,2010-01-28,3,28,28,0,30.0
2576,2010-01-29,4,29,29,0,29.0
2666,2010-01-30,5,30,30,0,32.0
2756,2010-01-31,6,31,31,0,35.0
2846,2010-02-01,0,1,32,0,28.0
2936,2010-02-02,1,2,33,0,30.0
3026,2010-02-03,2,3,34,0,28.0
3116,2010-02-04,3,4,35,0,30.0
3206,2010-02-05,4,5,36,0,32.0
3296,2010-02-06,5,6,37,0,32.0
3386,2010-02-07,6,7,38,0,37.0
3476,2010-02-08,0,8,39,0,31.0
3566,2010-02-09,1,9,40,0,27.0
3656,2010-02-10,2,10,41,0,28.0
3746,2010-02-11,3,11,42,0,27.0
3836,2010-02-12,4,12,43,0,31.0
3926,2010-02-13,5,13,44,0,32.0
4016,2010-02-14,6,14,45,0,33.0
4106,2010-02-15,0,15,46,0,28.0
4196,2010-02-16,1,16,47,0,26.0
4286,2010-02-17,2,17,48,0,30.0
4376,2010-02-18,3,18,49,0,28.0
4466,2010-02-19,4,19,50,0,28.0
4556,2010-02-20,5,20,51,0,31.0
4646,2010-02-21,6,21,52,0,34.0
4736,2010-02-22,0,22,53,0,29.0
4826,2010-02-23,1,23,54,0,29.0
4916,2010-02-24,2,24,55,0,29.0
5006,2010-02-25,3,25,56,0,28.0
5096,2010-02-26,4,26,57,0,31.0
5186,2010-02-27,5,27,58,0,32.0
5276,2010-02-28,6,28,59,0,35.0
5366,2010-03-01,0,1,60,0,28.0
5456,2010-03-02,1,2,61,0,27.0
5546,2010-03-03,2,3,62,0,30.0
5636,2010-03-04,3,4,63,0,29.0
5726,2010-03-05,4,5,64,0,29.0
5816,2010-03-06,5,6,65,0,30.0
5906,2010-03-07,6,7,66,0,35.0
5996,2010-03-08,0,8,67,0,29.0
6086,2010-03-09,1,9,68,0,29.0
6176,2010-03-10,2,10,69,0,29.0
6266,2010-03-11,3,11,70,0,26.0
6356,2010-03-12,4,12,71,0,29.0
6446,2010-03-13,5,13,72,0,33.0
6536,2010-03-14,6,14,73,0,34.0
6626,2010-03-15,0,15,74,0,30.0
6716,2010-03-16,1,16,75,0,29.0
6806,2010-03-17,2,17,76,0,29.0
6896,2010-03-18,3,18,77,0,28.0
6986,2010-03-19,4,19,78,0,27.0
7076,2010-03-20,5,20,79,0,32.0
7166,2010-03-21,6,21,80,0,34.0
7256,2010-03-22,0,22,81,0,28.0
7346,2010-03-23,1,23,82,0,28.0
7436,2010-03-24,2,24,83,0,27.0
7526,2010-03-25,3,25,84,0,28.0
