id,date,day_of_week,day_of_month,day_of_year,holiday,num_sold
9,2010-01-01,4,1,1,1,940.0
99,2010-01-02,5,2,2,0,1068.0
189,2010-01-03,6,3,3,0,1087.0
279,2010-01-04,0,4,4,0,778.0
369,2010-01-05,1,5,5,0,772.0
459,2010-01-06,2,6,6,0,762.0
549,2010-01-07,3,7,7,0,653.0
639,2010-01-08,4,8,8,0,789.0
729,2010-01-09,5,9,9,0,783.0
819,2010-01-10,6,10,10,0,812.0
909,2010-01-11,0,11,11,0,768.0
999,2010-01-12,1,12,12,0,669.0
1089,2010-01-13,2,13,13,0,696.0
1179,2010-01-14,3,14,14,0,667.0
1269,2010-01-15,4,15,15,0,767.0
1359,2010-01-16,5,16,16,0,789.0
1449,2010-01-17,6,17,17,0,864.0
1539,2010-01-18,0,18,18,0,684.0
1629,2010-01-19,1,19,19,0,663.0
1719,2010-01-20,2,20,20,0,681.0
1809,2010-01-21,3,21,21,0,650.0
1899,2010-01-22,4,22,22,0,759.0
1989,2010-01-23,5,23,23,0,791.0
2079,2010-01-24,6,24,24,0,869.0
2169,2010-01-25,0,25,25,0,713.0
2259,2010-01-26,1,26,26,0,752.0
2349,2010-01-27,2,27,27,0,843.0
2439,2010-01-28,3,28,28,0,678.0
2529,2010-01-29,4,29,29,0,729.0
2619,2010-01-30,5,30,30,0,821.0
2709,2010-01-31,6,31,31,0,997.0
2799,2010-02-01,0,1,32,0,756.0
2889,2010-02-02,1,2,33,0,685.0
2979,2010-02-03,2,3,34,0,751.0
3069,2010-02-04,3,4,35,0,655.0
3159,2010-02-05,4,5,36,0,869.0
3249,2010-02-06,5,6,37,0,748.0
3339,2010-02-07,6,7,38,0,876.0
3429,2010-02-08,0,8,39,0,771.0
3519,2010-02-09,1,9,40,0,717.0
3609,2010-02-10,2,10,41,0,736.0
3699,2010-02-11,3,11,42,0,761.0
3789,2010-02-12,4,12,43,0,826.0
3879,2010-02-13,5,13,44,0,866.0
3969,2010-02-14,6,14,45,0,999.0
4059,2010-02-15,0,15,46,0,797.0
4149,2010-02-16,1,16,47,0,680.0
4239,2010-02-17,2,17,48,0,719.0
4329,2010-02-18,3,18,49,0,712.0
4419,2010-02-19,4,19,50,0,784.0
4509,2010-02-20,5,20,51,0,871.0
4599,2010-02-21,6,21,52,0,833.0
4689,2010-02-22,0,22,53,0,733.0
4779,2010-02-23,1,23,54,0,745.0
4869,2010-02-24,2,24,55,0,712.0
4959,2010-02-25,3,25,56,0,784.0
5049,2010-02-26,4,26,57,0,806.0
5139,2010-02-27,5,27,58,0,890.0
5229,2010-02-28,6,28,59,0,953.0
5319,2010-03-01,0,1,60,0,842.0
5409,2010-03-02,1,2,61,0,736.0
5499,2010-03-03,2,3,62,0,838.0
5589,2010-03-04,3,4,63,0,801.0
5679,2010-03-05,4,5,64,0,899.0
5769,2010-03-06,5,6,65,0,845.0
5859,2010-03-07,6,7,66,0,919.0
5949,2010-03-08,0,8,67,0,820.0
6039,2010-03-09,1,9,68,0,768.0
6129,2010-03-10,2,10,69,0,862.0
6219,2010-03-11,3,11,70,0,733.0
6309,2010-03-12,4,12,71,0,809.0
6399,2010-03-13,5,13,72,0,918.0
6489,2010-03-14,6,14,73,0,1046.0
6579,2010-03-15,0,15,74,0,786.0
6669,2010-03-16,1,16,75,0,802.0
6759,2010-03-17,2,17,76,0,811.0
6849,2010-03-18,3,18,77,0,781.0
6939,2010-03-19,4,19,78,0,862.0
7029,2010-03-20,5,20,79,0,954.0
7119,2010-03-21,6,21,80,0,911.0
7209,2010-03-22,0,22,81,0,767.0
7299,2010-03-23,1,23,82,0,803.0
7389,2010-03-24,2,24,83,0,793.0
7479,2010-03-25,3,25,84,0,788.0
7569,2010-03-26,4,26,85,0,909.0
7659,2010-03-27,5,27,86,0,871.0
7749,2010-03-28,6,28,87,0,908.0
7839,2010-03-29,0,29,88,0,807.0
7929,2010-03-30,1,30,89,0,860.0
8019,2010-03-31,2,31,90,0,741.0
8109,2010-04-01,3,1,91,0,804.0
8199,2010-04-02,4,2,92,1,885.0
8289,2010-04-03,5,3,93,0,878.0
8379,2010-04-04,6,4,94,0,952.0
8469,2010-04-05,0,5,95,0,814.0
8559,2010-04-06,1,6,96,0,839.0
8649,2010-04-07,2,7,97,0,866.0
8739,2010-04-08,3,8,98,0,809.0
8829,2010-04-09,4,9,99,0,854.0
8919,2010-04-10,5,10,100,0,906.0
9009,2010-04-11,6,11,101,0,1016.0
9099,2010-04-12,0,12,102,0,758.0
9189,2010-04-13,1,13,103,0,774.0
9279,2010-04-14,2,14,104,0,835.0
9369,2010-04-15,3,15,105,0,826.0
9459,2010-04-16,4,16,106,0,785.0
9549,2010-04-17,5,17,107,0,887.0
9639,2010-04-18,6,18,108,0,1023.0
9729,2010-04-19,0,19,109,0,811.0
9819,2010-04-20,1,20,110,0,747.0
9909,2010-04-21,2,21,111,0,756.0
9999,2010-04-22,3,22,112,0,796.0
10089,2010-04-23,4,23,113,0,835.0
10179,2010-04-24,5,24,114,0,903.0
10269,2010-04-25,6,25,115,0,852.0
10359,2010-04-26,0,26,116,0,775.0
10449,2010-04-27,1,27,117,0,814.0
10539,2010-04-28,2,28,118,0,797.0
10629,2010-04-29,3,29,119,0,854.0
10719,2010-04-30,4,30,120,0,834.0
10809,2010-05-01,5,1,121,0,935.0
10899,2010-05-02,6,2,122,0,974.0
10989,2010-05-03,0,3,123,0,806.0
11079,2010-05-04,1,4,124,0,720.0
11169,2010-05-05,2,5,125,0,739.0
11259,2010-05-06,3,6,126,0,856.0
11349,2010-05-07,4,7,127,0,783.0
11439,2010-05-08,5,8,128,0,925.0
11529,2010-05-09,6,9,129,0,977.0
11619,2010-05-10,0,10,130,0,784.0
11709,2010-05-11,1,11,131,0,768.0
11799,2010-05-12,2,12,132,0,847.0
11889,2010-05-13,3,13,133,0,815.0
11979,2010-05-14,4,14,134,0,881.0
12069,2010-05-15,5,15,135,0,961.0
12159,2010-05-16,6,16,136,0,942.0
12249,2010-05-17,0,17,137,0,811.0
12339,2010-05-18,1,18,138,0,813.0
12429,2010-05-19,2,19,139,0,768.0
12519,2010-05-20,3,20,140,0,804.0
12609,2010-05-21,4,21,141,0,847.0
12699,2010-05-22,5,22,142,0,785.0
12789,2010-05-23,6,23,143,0,908.0
