id,date,country,store,product,num_sold
45,2010-01-01,Kenya,Discount Stickers,Holographic Goose,
135,2010-01-02,Kenya,Discount Stickers,Holographic Goose,
225,2010-01-03,Kenya,Discount Stickers,Holographic Goose,
315,2010-01-04,Kenya,Discount Stickers,Holographic Goose,
405,2010-01-05,Kenya,Discount Stickers,Holographic Goose,
495,2010-01-06,Kenya,Discount Stickers,Holographic Goose,
585,2010-01-07,Kenya,Discount Stickers,Holographic Goose,
675,2010-01-08,Kenya,Discount Stickers,Holographic Goose,
765,2010-01-09,Kenya,Discount Stickers,Holographic Goose,
855,2010-01-10,Kenya,Discount Stickers,Holographic Goose,
945,2010-01-11,Kenya,Discount Stickers,Holographic Goose,
1035,2010-01-12,Kenya,Discount Stickers,Holographic Goose,
1125,2010-01-13,Kenya,Discount Stickers,Holographic Goose,
1215,2010-01-14,Kenya,Discount Stickers,Holographic Goose,
1305,2010-01-15,Kenya,Discount Stickers,Holographic Goose,
1395,2010-01-16,Kenya,Discount Stickers,Holographic Goose,
1485,2010-01-17,Kenya,Discount Stickers,Holographic Goose,
1575,2010-01-18,Kenya,Discount Stickers,Holographic Goose,
1665,2010-01-19,Kenya,Discount Stickers,Holographic Goose,
1755,2010-01-20,Kenya,Discount Stickers,Holographic Goose,
1845,2010-01-21,Kenya,Discount Stickers,Holographic Goose,
1935,2010-01-22,Kenya,Discount Stickers,Holographic Goose,
2025,2010-01-23,Kenya,Discount Stickers,Holographic Goose,
2115,2010-01-24,Kenya,Discount Stickers,Holographic Goose,
2205,2010-01-25,Kenya,Discount Stickers,Holographic Goose,
2295,2010-01-26,Kenya,Discount Stickers,Holographic Goose,
2385,2010-01-27,Kenya,Discount Stickers,Holographic Goose,
2475,2010-01-28,Kenya,Discount Stickers,Holographic Goose,
2565,2010-01-29,Kenya,Discount Stickers,Holographic Goose,
2655,2010-01-30,Kenya,Discount Stickers,Holographic Goose,
2745,2010-01-31,Kenya,Discount Stickers,Holographic Goose,
2835,2010-02-01,Kenya,Discount Stickers,Holographic Goose,
2925,2010-02-02,Kenya,Discount Stickers,Holographic Goose,
3015,2010-02-03,Kenya,Discount Stickers,Holographic Goose,
3105,2010-02-04,Kenya,Discount Stickers,Holographic Goose,
3195,2010-02-05,Kenya,Discount Stickers,Holographic Goose,
3285,2010-02-06,Kenya,Discount Stickers,Holographic Goose,
3375,2010-02-07,Kenya,Discount Stickers,Holographic Goose,
3465,2010-02-08,Kenya,Discount Stickers,Holographic Goose,
3555,2010-02-09,Kenya,Discount Stickers,Holographic Goose,
3645,2010-02-10,Kenya,Discount Stickers,Holographic Goose,
3735,2010-02-11,Kenya,Discount Stickers,Holographic Goose,
3825,2010-02-12,Kenya,Discount Stickers,Holographic Goose,
3915,2010-02-13,Kenya,Discount Stickers,Holographic Goose,
4005,2010-02-14,Kenya,Discount Stickers,Holographic Goose,
4095,2010-02-15,Kenya,Discount Stickers,Holographic Goose,
4185,2010-02-16,Kenya,Discount Stickers,Holographic Goose,
4275,2010-02-17,Kenya,Discount Stickers,Holographic Goose,
4365,2010-02-18,Kenya,Discount Stickers,Holographic Goose,
4455,2010-02-19,Kenya,Discount Stickers,Holographic Goose,
4545,2010-02-20,Kenya,Discount Stickers,Holographic Goose,
4635,2010-02-21,Kenya,Discount Stickers,Holographic Goose,
4725,2010-02-22,Kenya,Discount Stickers,Holographic Goose,
4815,2010-02-23,Kenya,Discount Stickers,Holographic Goose,
4905,2010-02-24,Kenya,Discount Stickers,Holographic Goose,
4995,2010-02-25,Kenya,Discount Stickers,Holographic Goose,
5085,2010-02-26,Kenya,Discount Stickers,Holographic Goose,
5175,2010-02-27,Kenya,Discount Stickers,Holographic Goose,
5265,2010-02-28,Kenya,Discount Stickers,Holographic Goose,
5355,2010-03-01,Kenya,Discount Stickers,Holographic Goose,
5445,2010-03-02,Kenya,Discount Stickers,Holographic Goose,
5535,2010-03-03,Kenya,Discount Stickers,Holographic Goose,
5625,2010-03-04,Kenya,Discount Stickers,Holographic Goose,
5715,2010-03-05,Kenya,Discount Stickers,Holographic Goose,
5805,2010-03-06,Kenya,Discount Stickers,Holographic Goose,
5895,2010-03-07,Kenya,Discount Stickers,Holographic Goose,
5985,2010-03-08,Kenya,Discount Stickers,Holographic Goose,
6075,2010-03-09,Kenya,Discount Stickers,Holographic Goose,
6165,2010-03-10,Kenya,Discount Stickers,Holographic Goose,
6255,2010-03-11,Kenya,Discount Stickers,Holographic Goose,
6345,2010-03-12,Kenya,Discount Stickers,Holographic Goose,
6435,2010-03-13,Kenya,Discount Stickers,Holographic Goose,
6525,2010-03-14,Kenya,Discount Stickers,Holographic Goose,
6615,2010-03-15,Kenya,Discount Stickers,Holographic Goose,
6705,2010-03-16,Kenya,Discount Stickers,Holographic Goose,
6795,2010-03-17,Kenya,Discount Stickers,Holographic Goose,
6885,2010-03-18,Kenya,Discount Stickers,Holographic Goose,
6975,2010-03-19,Kenya,Discount Stickers,Holographic Goose,
7065,2010-03-20,Kenya,Discount Stickers,Holographic Goose,
7155,2010-03-21,Kenya,Discount Stickers,Holographic Goose,
7245,2010-03-22,Kenya,Discount Stickers,Holographic Goose,
7335,2010-03-23,Kenya,Discount Stickers,Holographic Goose,
7425,2010-03-24,Kenya,Discount Stickers,Holographic Goose,
7515,2010-03-25,Kenya,Discount Stickers,Holographic Goose,
7605,2010-03-26,Kenya,Discount Stickers,Holographic Goose,
7695,2010-03-27,Kenya,Discount Stickers,Holographic Goose,
7785,2010-03-28,Kenya,Discount Stickers,Holographic Goose,
7875,2010-03-29,Kenya,Discount Stickers,Holographic Goose,
7965,2010-03-30,Kenya,Discount Stickers,Holographic Goose,
8055,2010-03-31,Kenya,Discount Stickers,Holographic Goose,
8145,2010-04-01,Kenya,Discount Stickers,Holographic Goose,
8235,2010-04-02,Kenya,Discount Stickers,Holographic Goose,
8325,2010-04-03,Kenya,Discount Stickers,Holographic Goose,
8415,2010-04-04,Kenya,Discount Stickers,Holographic Goose,
8505,2010-04-05,Kenya,Discount Stickers,Holographic Goose,
8595,2010-04-06,Kenya,Discount Stickers,Holographic Goose,
8685,2010-04-07,Kenya,Discount Stickers,Holographic Goose,
8775,2010-04-08,Kenya,Discount Stickers,Holographic Goose,
8865,2010-04-09,Kenya,Discount Stickers,Holographic Goose,
8955,2010-04-10,Kenya,Discount Stickers,Holographic Goose,
9045,2010-04-11,Kenya,Discount Stickers,Holographic Goose,
9135,2010-04-12,Kenya,Discount Stickers,Holographic Goose,
9225,2010-04-13,Kenya,Discount Stickers,Holographic Goose,
9315,2010-04-14,Kenya,Discount Stickers,Holographic Goose,
9405,2010-04-15,Kenya,Discount Stickers,Holographic Goose,
9495,2010-04-16,Kenya,Discount Stickers,Holographic Goose,
9585,2010-04-17,Kenya,Discount Stickers,Holographic Goose,
9675,2010-04-18,Kenya,Discount Stickers,Holographic Goose,
9765,2010-04-19,Kenya,Discount Stickers,Holographic Goose,
