id,date,country,store,product,num_sold
36,2010-01-01,Italy,Stickers for Less,Kaggle,1424.0
126,2010-01-02,Italy,Stickers for Less,Kaggle,1387.0
216,2010-01-03,Italy,Stickers for Less,Kaggle,1522.0
306,2010-01-04,Italy,Stickers for Less,Kaggle,1154.0
396,2010-01-05,Italy,Stickers for Less,Kaggle,1147.0
486,2010-01-06,Italy,Stickers for Less,Kaggle,1094.0
576,2010-01-07,Italy,Stickers for Less,Kaggle,1027.0
666,2010-01-08,Italy,Stickers for Less,Kaggle,1067.0
756,2010-01-09,Italy,Stickers for Less,Kaggle,1115.0
846,2010-01-10,Italy,Stickers for Less,Kaggle,1219.0
936,2010-01-11,Italy,Stickers for Less,Kaggle,1017.0
1026,2010-01-12,Italy,Stickers for Less,Kaggle,1093.0
1116,2010-01-13,Italy,Stickers for Less,Kaggle,1000.0
1206,2010-01-14,Italy,Stickers for Less,Kaggle,887.0
1296,2010-01-15,Italy,Stickers for Less,Kaggle,994.0
1386,2010-01-16,Italy,Stickers for Less,Kaggle,1077.0
1476,2010-01-17,Italy,Stickers for Less,Kaggle,1212.0
1566,2010-01-18,Italy,Stickers for Less,Kaggle,969.0
1656,2010-01-19,Italy,Stickers for Less,Kaggle,895.0
1746,2010-01-20,Italy,Stickers for Less,Kaggle,884.0
1836,2010-01-21,Italy,Stickers for Less,Kaggle,1008.0
1926,2010-01-22,Italy,Stickers for Less,Kaggle,993.0
2016,2010-01-23,Italy,Stickers for Less,Kaggle,1054.0
2106,2010-01-24,Italy,Stickers for Less,Kaggle,1149.0
2196,2010-01-25,Italy,Stickers for Less,Kaggle,796.0
2286,2010-01-26,Italy,Stickers for Less,Kaggle,943.0
2376,2010-01-27,Italy,Stickers for Less,Kaggle,898.0
2466,2010-01-28,Italy,Stickers for Less,Kaggle,970.0
2556,2010-01-29,Italy,Stickers for Less,Kaggle,984.0
2646,2010-01-30,Italy,Stickers for Less,Kaggle,1057.0
2736,2010-01-31,Italy,Stickers for Less,Kaggle,1213.0
2826,2010-02-01,Italy,Stickers for Less,Kaggle,898.0
2916,2010-02-02,Italy,Stickers for Less,Kaggle,989.0
3006,2010-02-03,Italy,Stickers for Less,Kaggle,882.0
3096,2010-02-04,Italy,Stickers for Less,Kaggle,889.0
3186,2010-02-05,Italy,Stickers for Less,Kaggle,1021.0
3276,2010-02-06,Italy,Stickers for Less,Kaggle,1015.0
3366,2010-02-07,Italy,Stickers for Less,Kaggle,1125.0
3456,2010-02-08,Italy,Stickers for Less,Kaggle,868.0
3546,2010-02-09,Italy,Stickers for Less,Kaggle,1007.0
3636,2010-02-10,Italy,Stickers for Less,Kaggle,867.0
3726,2010-02-11,Italy,Stickers for Less,Kaggle,1007.0
3816,2010-02-12,Italy,Stickers for Less,Kaggle,955.0
3906,2010-02-13,Italy,Stickers for Less,Kaggle,1011.0
3996,2010-02-14,Italy,Stickers for Less,Kaggle,1049.0
