id,date,country,store,product,num_sold
40,2010-01-01,Italy,Premium Sticker Mart,Holographic Goose,269.0
130,2010-01-02,Italy,Premium Sticker Mart,Holographic Goose,251.0
220,2010-01-03,Italy,Premium Sticker Mart,Holographic Goose,266.0
310,2010-01-04,Italy,Premium Sticker Mart,Holographic Goose,213.0
400,2010-01-05,Italy,Premium Sticker Mart,Holographic Goose,225.0
490,2010-01-06,Italy,Premium Sticker Mart,Holographic Goose,204.0
580,2010-01-07,Italy,Premium Sticker Mart,Holographic Goose,194.0
670,2010-01-08,Italy,Premium Sticker Mart,Holographic Goose,200.0
760,2010-01-09,Italy,Premium Sticker Mart,Holographic Goose,208.0
850,2010-01-10,Italy,Premium Sticker Mart,Holographic Goose,216.0
940,2010-01-11,Italy,Premium Sticker Mart,Holographic Goose,190.0
1030,2010-01-12,Italy,Premium Sticker Mart,Holographic Goose,176.0
1120,2010-01-13,Italy,Premium Sticker Mart,Holographic Goose,156.0
1210,2010-01-14,Italy,Premium Sticker Mart,Holographic Goose,184.0
1300,2010-01-15,Italy,Premium Sticker Mart,Holographic Goose,185.0
1390,2010-01-16,Italy,Premium Sticker Mart,Holographic Goose,198.0
1480,2010-01-17,Italy,Premium Sticker Mart,Holographic Goose,220.0
1570,2010-01-18,Italy,Premium Sticker Mart,Holographic Goose,186.0
1660,2010-01-19,Italy,Premium Sticker Mart,Holographic Goose,175.0
1750,2010-01-20,Italy,Premium Sticker Mart,Holographic Goose,177.0
1840,2010-01-21,Italy,Premium Sticker Mart,Holographic Goose,198.0
1930,2010-01-22,Italy,Premium Sticker Mart,Holographic Goose,197.0
2020,2010-01-23,Italy,Premium Sticker Mart,Holographic Goose,185.0
2110,2010-01-24,Italy,Premium Sticker Mart,Holographic Goose,226.0
2200,2010-01-25,Italy,Premium Sticker Mart,Holographic Goose,171.0
2290,2010-01-26,Italy,Premium Sticker Mart,Holographic Goose,167.0
2380,2010-01-27,Italy,Premium Sticker Mart,Holographic Goose,175.0
2470,2010-01-28,Italy,Premium Sticker Mart,Holographic Goose,171.0
2560,2010-01-29,Italy,Premium Sticker Mart,Holographic Goose,176.0
2650,2010-01-30,Italy,Premium Sticker Mart,Holographic Goose,201.0
2740,2010-01-31,Italy,Premium Sticker Mart,Holographic Goose,213.0
2830,2010-02-01,Italy,Premium Sticker Mart,Holographic Goose,185.0
2920,2010-02-02,Italy,Premium Sticker Mart,Holographic Goose,182.0
3010,2010-02-03,Italy,Premium Sticker Mart,Holographic Goose,164.0
3100,2010-02-04,Italy,Premium Sticker Mart,Holographic Goose,163.0
3190,2010-02-05,Italy,Premium Sticker Mart,Holographic Goose,191.0
3280,2010-02-06,Italy,Premium Sticker Mart,Holographic Goose,180.0
3370,2010-02-07,Italy,Premium Sticker Mart,Holographic Goose,215.0
3460,2010-02-08,Italy,Premium Sticker Mart,Holographic Goose,178.0
3550,2010-02-09,Italy,Premium Sticker Mart,Holographic Goose,176.0
3640,2010-02-10,Italy,Premium Sticker Mart,Holographic Goose,186.0
3730,2010-02-11,Italy,Premium Sticker Mart,Holographic Goose,177.0
3820,2010-02-12,Italy,Premium Sticker Mart,Holographic Goose,184.0
3910,2010-02-13,Italy,Premium Sticker Mart,Holographic Goose,192.0
4000,2010-02-14,Italy,Premium Sticker Mart,Holographic Goose,201.0
4090,2010-02-15,Italy,Premium Sticker Mart,Holographic Goose,167.0
4180,2010-02-16,Italy,Premium Sticker Mart,Holographic Goose,166.0
4270,2010-02-17,Italy,Premium Sticker Mart,Holographic Goose,165.0
4360,2010-02-18,Italy,Premium Sticker Mart,Holographic Goose,171.0
4450,2010-02-19,Italy,Premium Sticker Mart,Holographic Goose,201.0
4540,2010-02-20,Italy,Premium Sticker Mart,Holographic Goose,185.0
4630,2010-02-21,Italy,Premium Sticker Mart,Holographic Goose,202.0
4720,2010-02-22,Italy,Premium Sticker Mart,Holographic Goose,166.0
4810,2010-02-23,Italy,Premium Sticker Mart,Holographic Goose,171.0
4900,2010-02-24,Italy,Premium Sticker Mart,Holographic Goose,165.0
4990,2010-02-25,Italy,Premium Sticker Mart,Holographic Goose,172.0
5080,2010-02-26,Italy,Premium Sticker Mart,Holographic Goose,174.0
5170,2010-02-27,Italy,Premium Sticker Mart,Holographic Goose,195.0
5260,2010-02-28,Italy,Premium Sticker Mart,Holographic Goose,213.0
